administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
2.0,,3,14.0,1.0,0.0,0.0,0.05,0.0,Mar,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
6.0,256.6666667,0,0.0,92.0,1269.0,0.0064,0.008,20.2,May,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,True,True
0.0,0.0,0,0.0,,1563.0,0.0252,0.035,0.0,Nov,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
,0.0,0,0.0,0.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,,0,0.0,19.0,513.0,0.0,0.013,0.0,Dec,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,43.0,0.0,0.05,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
1.0,6.0,0,0.0,9.0,283.0,0.0,0.01,0.0,Mar,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,1183.0,0.0108,0.085,0.0,May,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,False,False
6.0,151.8466667,1,28.0,20.0,854.0,0.0082,0.029,8.9,May,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Jul,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
9.0,116.25,1,29.0,115.0,1088.0,0.0043,0.021,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
,135.25,3,0.0,16.0,189.0,0.0015,0.011,0.0,Dec,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Dec,Windows,Sogou Explorer,Africa,Tik Tok ads,Other,False,False
11.0,467.5666667,1,6.0,187.0,7614.0,0.0031,0.019,2.3,Nov,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,,39.0,1039.0,0.0,0.019,102.4,Feb,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,True
0.0,0.0,0,0.0,6.0,122.0,0.0,0.015,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
3.0,158.0,0,0.0,43.0,445.0,0.0031,0.008,0.0,Mar,MACOS,Safari,North America,Youtube channel,New_Visitor,True,False
1.0,77.75,0,0.0,151.0,2511.0,0.0031,0.028,15.1,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,8.0,234.0,0.0933,0.108,0.0,Nov,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
2.0,0.0,12,408.2222676,92.0,2469.0,0.0088,0.032,0.0,Nov,iOS,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,12.0,253.0,0.07,0.054,10.7,Dec,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
0.0,,0,0.0,13.0,744.0,0.0,0.008,79.9,Aug,Windows,Google Chrome,Western Europe,Google search,New_Visitor,True,True
2.0,11.2,0,0.0,36.0,1286.0,0.0154,0.036,0.0,Oct,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1.0,1509.1,2,72.22,27.0,1476.0,0.0179,0.032,0.0,Aug,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,101.0,4846.0,0.0034,0.014,4.7,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,True
9.0,76.2,1,0.0,46.0,1511.0,0.0193,0.037,27.3,Jul,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,4.0,62.0,0.0833,0.067,0.0,Dec,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
4.0,159.95,5,432.6666667,40.0,2481.0,0.0,0.007,15.8,Nov,Windows,Google Chrome,North America,Google search,New_Visitor,False,True
7.0,576.1333333,1,68.0,78.0,3374.0,0.0072,0.009,17.4,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,2,424.0,155.0,3776.0,0.0044,0.017,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
3.0,41.5,0,0.0,71.0,2478.0,0.0038,0.018,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,620.0,0.0,0.008,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,18.0,336.0,0.0181,0.067,0.0,Dec,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,20.0,677.0,0.0282,0.068,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
,0.0,0,0.0,28.0,346.0,0.0,0.005,37.2,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,114.0,0.0,0.02,0.0,Dec,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,3.0,57.0,0.0667,0.078,0.0,Dec,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,11.0,528.0,0.0,0.011,13.0,Sep,Windows,QQ,Western Europe,Google search,Returning_Visitor,False,True
8.0,293.3333333,0,0.0,43.0,889.0,0.0226,0.041,13.2,May,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,1,8.0,15.0,60.0,0.0,0.032,0.0,Nov,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,19.0,667.0,0.0248,0.071,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
9.0,330.55,2,592.0,11.0,729.0,0.0,0.022,0.0,Mar,Windows,Microsoft Edge,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,171.0,0.0343,0.067,0.0,Dec,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,33.0,789.0,0.016,0.056,0.0,May,Android,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
12.0,117.8333333,4,52.0,68.0,811.0,0.0112,0.033,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,17.0,396.0,0.0306,0.074,0.0,May,MACOS,Samsung Internet,Asia,Youtube ads,New_Visitor,True,False
0.0,0.0,0,0.0,15.0,472.0,0.0,0.022,19.8,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,True
2.0,0.0,0,0.0,33.0,921.0,0.0,0.011,30.5,Mar,Windows,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,False,True
0.0,,0,0.0,5.0,20.0,0.0,0.067,0.0,May,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,True,False
12.0,267.79,0,0.0,172.0,4935.0,0.004,0.014,4.5,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
,134.3,0,0.0,13.0,611.0,0.0,0.011,30.9,Aug,Windows,Internet Explorer,North America,Bing search,New_Visitor,True,True
3.0,488.0666667,2,10.0,11.0,984.0,0.0297,0.037,0.0,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,30.0,755.0,0.0,0.015,0.0,Mar,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,True,False
,0.0,0,0.0,18.0,609.0,0.005,0.017,0.0,Mar,Windows,Internet Explorer,South America,Instagram ads,Returning_Visitor,False,False
7.0,460.3333333,2,404.5,42.0,1767.0,0.0059,0.019,3.6,Nov,MACOS,Google Chrome,South America,Affiliate marketing,Returning_Visitor,True,False
12.0,452.0,5,111.5,85.0,1451.0,0.0111,0.032,0.5,May,Windows,Microsoft Edge,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,2.0,946.0,0.0,0.067,0.0,Nov,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
,0.0,2,702.8294667,11.0,450.0,0.0,0.001,0.0,Dec,MACOS,Safari,North America,Google search,New_Visitor,True,False
20.0,334.5,1,3.0,4.0,41.0,0.0,0.083,0.0,Dec,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
6.0,46.365,0,0.0,150.0,5250.0,0.0029,0.01,0.0,Nov,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,True,True
0.0,0.0,0,0.0,14.0,1053.0,0.0,0.02,0.0,Dec,Windows,Opera,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,,203.0,0.0,0.022,0.0,Nov,MACOS,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
14.0,213.5957576,0,0.0,54.0,2228.0,0.0,0.007,0.0,May,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
6.0,56.0,1,261.5,84.0,2250.0,0.0,0.006,9.5,Mar,Windows,Google Chrome,South America,Google search,New_Visitor,False,True
0.0,0.0,0,0.0,,30.0,0.1,0.133,0.0,Mar,Windows,Microsoft Edge,Asia,Facebook ads,Returning_Visitor,False,False
3.0,25.75,1,11.2,13.0,461.0,0.01,0.044,0.0,Oct,Android,Google Chrome,Asia,Bing search,Returning_Visitor,True,False
,47.5,1,186.0,57.0,975.0,0.0052,0.024,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
7.0,126.2333333,2,50.5,20.0,1243.0,0.0,0.012,10.1,May,Android,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,17.0,603.0,0.0161,0.027,4.9,Sep,iOS,Safari,Western Europe,Bing search,Returning_Visitor,False,False
2.0,60.8,0,0.0,,623.0,0.025,0.02,23.3,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0,0.0,19.0,1176.0,0.0,0.023,0.0,Feb,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
1.0,87.0,0,0.0,93.0,6288.0,0.0022,0.018,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
4.0,25.0,0,0.0,133.0,5430.0,0.0,0.006,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
3.0,59.4,1,17.2,92.0,6868.0,0.0,0.009,9.6,Jul,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,False,True
3.0,52.0,0,0.0,44.0,1499.0,0.0061,0.011,64.1,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
1.0,52.8,0,0.0,137.0,3040.0,0.0029,0.005,9.2,Nov,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
1.0,0.0,0,0.0,83.0,1717.0,0.0,0.001,0.0,Dec,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,True,False
0.0,,0,0.0,10.0,456.0,0.0,0.022,0.0,Nov,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
13.0,1258.606169,5,1299.525,88.0,5970.0,0.002,0.019,8.3,Nov,Windows,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,True
1.0,37.33333333,0,0.0,132.0,6306.0,0.0201,0.076,0.0,June,Windows,Google Chrome,Oceania,Instagram ads,Returning_Visitor,True,False
0.0,0.0,1,29.5,18.0,227.0,0.0134,0.02,0.0,Nov,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,24.0,423.0,0.0,0.019,0.0,Dec,MACOS,Safari,Africa,Instagram ads,New_Visitor,False,False
14.0,61.9583933,3,97.8,186.0,3218.0,0.0017,0.018,3.6,Nov,MACOS,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,24.0,3548.0,0.0043,0.024,0.0,May,Windows,Opera,Western Europe,Facebook ads,Returning_Visitor,False,False
5.0,66.8,0,0.0,207.0,6505.0,0.004,0.021,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
16.0,157.345,4,222.375,125.0,7942.0,0.0045,0.019,13.1,Nov,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
8.0,255.0,0,0.0,28.0,785.0,0.0052,0.029,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,21.0,1012.0,0.0,0.021,0.0,May,MACOS,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,1155.0,0.04,0.067,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,0,0.0,9.0,446.0,0.0822,0.112,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
7.0,107.1666667,1,35.2,12.0,332.0,0.0,0.036,0.0,Sep,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
1.0,119.0,0,0.0,10.0,381.0,0.02,0.05,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,,0.0,0.025,0.0,May,Windows,Google Chrome,North America,Bing search,New_Visitor,False,False
0.0,0.0,0,0.0,43.0,710.0,0.0,0.017,48.6,Dec,Windows,Mozilla Firefox,Northern Africa,Instagram ads,Other,False,False
0.0,0.0,0,0.0,57.0,,0.0089,0.016,0.0,June,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
4.0,101.6,0,0.0,10.0,296.0,0.0,0.025,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
1.0,41.28,0,0.0,11.0,272.0,0.0122,0.049,0.0,Oct,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,,4.0,96.0,0.0,0.025,0.0,Mar,Windows,Mozilla Firefox,Southern Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,,146.0,0.15,0.173,0.0,Dec,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,,0,0.0,5.0,207.0,0.0,0.05,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,337.0,0.0,0.015,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,155.0,2699.0,0.0028,0.013,0.0,Nov,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,False,False
2.0,42.5,0,0.0,11.0,,0.0,0.009,0.0,Nov,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
2.0,23.2,0,0.0,,,0.0,0.024,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
0.0,,2,5.0,14.0,734.0,0.0422,0.088,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,3.0,26.0,0.0,0.1,0.0,Mar,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
6.0,54.5,0,0.0,29.0,2258.0,0.014,0.028,0.0,Nov,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,False,False
2.0,33.2,0,0.0,30.0,979.0,0.0,0.013,32.8,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,True
2.0,321.0,2,51.0,6.0,1221.0,0.04,0.04,0.0,May,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
0.0,0.0,2,17.0,18.0,2098.0,0.0,0.018,0.0,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,False,False
3.0,162.2,0,0.0,27.0,970.0,0.0094,0.033,0.0,Aug,Windows,QQ,Western Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,1,27.0,134.0,2084.0,0.0038,0.016,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
6.0,194.0,2,63.5,30.0,1108.0,0.0133,0.019,14.4,Mar,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,False,True
2.0,33.5,3,261.0,132.0,4927.0,0.0042,0.012,3.8,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,True,True
5.0,304.6666667,0,0.0,44.0,1034.0,0.0,0.008,61.1,Jul,Windows,Opera,Asia,Google search,Returning_Visitor,True,True
0.0,0.0,0,0.0,3.0,34.0,0.1,0.11,0.0,Dec,MACOS,Safari,Asia,Affiliate marketing,Returning_Visitor,False,False
0.0,0.0,0,0.0,13.0,263.0,0.0,0.024,0.0,May,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
4.0,77.0,0,0.0,111.0,4571.0,0.0057,0.015,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
2.0,,0,0.0,4.0,57.0,0.0,0.04,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,43.0,920.0,0.0523,0.085,0.0,Dec,MACOS,Safari,North America,Facebook ads,Returning_Visitor,True,False
2.0,79.0,0,0.0,3.0,19.0,0.0,0.04,0.0,Nov,Windows,Mozilla Firefox,Oceania,Google search,New_Visitor,False,False
2.0,45.0,0,0.0,61.0,4409.0,0.0,0.034,0.0,Nov,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,8.0,218.0,0.0221,0.061,0.0,Nov,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,13.0,256.0,0.0286,0.044,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,213.0,2734.0,0.003,0.014,42.0,Nov,Windows,Google Chrome,Eastern Europe,Youtube channel,Returning_Visitor,False,True
0.0,0.0,0,0.0,4.0,49.0,0.125,0.15,0.0,Mar,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
8.0,153.0,1,78.0,10.0,189.0,0.0,0.009,0.0,May,MACOS,Samsung Internet,Western Europe,DuckDuckGo search,Returning_Visitor,True,False
7.0,32.83333333,3,89.5,176.0,2725.0,0.0,0.011,14.1,Dec,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,False,True
4.0,49.5,1,146.2,38.0,1959.0,0.0,0.018,12.9,Nov,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
5.0,884.0147142,0,0.0,132.0,2139.0,0.0,0.005,48.9,Nov,Windows,Google Chrome,Eastern Europe,Direct Traffic,Returning_Visitor,False,True
5.0,128.5833333,2,7.0,,45.0,0.0,0.033,0.0,Dec,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,5.0,88.0,0.0,0.067,0.0,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
8.0,597.2666667,0,0.0,,703.0,0.0037,0.013,3.3,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,4.0,39.0,0.0,0.067,0.0,Nov,iOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,48.0,3226.0,0.0104,0.026,0.0,May,MACOS,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1.0,24.2,0,0.0,9.0,1259.0,0.0667,0.088,0.0,June,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,95.0,0.0,0.0,0.0,Mar,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,9.0,348.0,0.0,0.033,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
8.0,243.3406667,0,0.0,49.0,2219.0,0.0011,0.006,9.1,Oct,Windows,Google Chrome,North America,Yandex search,New_Visitor,True,False
0.0,0.0,0,0.0,32.0,747.0,0.0081,0.047,6.5,Oct,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,True
0.0,0.0,0,0.0,25.0,364.0,0.0,0.01,0.0,May,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
,794.75,0,0.0,24.0,582.0,0.0,0.01,0.0,Jul,Windows,Mozilla Firefox,Eastern Europe,Instagram Page,Returning_Visitor,False,False
0.0,0.0,1,0.0,,40.0,0.0,0.05,0.0,Dec,Windows,Microsoft Edge,Asia,Affiliate marketing,Returning_Visitor,True,False
0.0,0.0,0,0.0,17.0,290.0,0.0,0.033,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,5.0,161.0,0.05,0.078,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,3,79.6,6.0,134.0,0.0154,0.038,0.0,Nov,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,False
6.0,1418.2,0,0.0,59.0,2388.0,0.0072,0.02,0.0,Aug,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
,3.0,0,0.0,12.0,291.0,0.0303,0.085,0.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,0.0,0,0.0,31.0,834.0,0.0083,0.03,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
2.0,26.0,0,0.0,3.0,3.0,0.05,0.047,0.0,Dec,MACOS,Safari,North America,Youtube channel,Returning_Visitor,False,False
15.0,935.4,0,0.0,30.0,,0.0,0.004,0.0,Aug,MACOS,Safari,Western Europe,Google search,New_Visitor,False,False
14.0,533.5,7,342.0,,1407.0,0.0073,0.019,2.1,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
1.0,4.0,0,0.0,10.0,98.0,0.0222,0.044,0.0,Mar,MACOS,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
2.0,197.5833333,1,27.0,269.0,7869.0,0.0004,0.007,0.0,Nov,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,71.0,987.0,0.0067,0.013,0.0,May,MACOS,Google Chrome,Eastern Europe,Direct Traffic,Returning_Visitor,False,False
2.0,288.75,0,0.0,9.0,791.0,0.0,0.011,0.0,Dec,Windows,Microsoft Edge,Western Europe,Instagram Page,New_Visitor,False,False
12.0,170.8833333,2,55.2,110.0,5248.0,0.0065,0.013,0.8,Sep,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,True,False
1.0,150.4,3,494.6,39.0,565.0,0.0148,0.021,0.0,Aug,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
10.0,466.22,4,120.5,123.0,3675.0,0.001,0.012,2.0,May,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,True
1.0,1.0,0,0.0,17.0,401.0,0.0,0.011,0.0,Mar,Windows,Mozilla Firefox,North America,Affiliate marketing,Returning_Visitor,False,False
1.0,5.0,0,0.0,28.0,746.0,0.0083,0.022,0.0,May,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,False,False
3.0,46.25,0,0.0,23.0,506.0,0.0,0.007,0.0,Dec,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,8.0,137.0,0.0333,0.057,0.0,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,13.0,607.0,0.0133,0.021,0.0,Feb,Android,Google Chrome,North America,Bing search,Returning_Visitor,True,False
0.0,0.0,2,12.0,86.0,2077.0,0.0104,0.026,0.0,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,11.0,374.0,0.0,0.024,0.0,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
1.0,82.0,0,0.0,38.0,826.0,0.0,0.004,65.3,May,iOS,Google Chrome,South America,Bing search,Returning_Visitor,False,True
2.0,153.5,1,45.5,34.0,2806.0,0.0061,0.014,10.1,Dec,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,False,False
1.0,8.0,0,0.0,21.0,2500.0,0.0282,0.067,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
5.0,287.5,1,17.0,46.0,1850.0,0.002,0.038,12.8,Mar,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
3.0,44.5,4,240.5,53.0,1153.0,0.0148,0.035,68.3,Nov,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,False,True
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Jul,Windows,Google Chrome,Asia,Twitter,Returning_Visitor,False,False
2.0,34.2,0,0.0,6.0,112.0,0.0429,0.083,0.0,June,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,True,True
8.0,281.4866667,1,25.5,127.0,7836.0,0.0,0.003,47.3,Nov,Android,Google Chrome,North America,Google search,New_Visitor,False,False
0.0,,0,0.0,13.0,346.0,0.1,0.1,0.0,Nov,Android,Microsoft Edge,Northern Africa,Youtube ads,New_Visitor,False,False
0.0,0.0,0,0.0,50.0,2298.0,0.0261,0.048,0.0,Dec,Android,Google Chrome,Asia,Youtube ads,Returning_Visitor,False,False
8.0,46.66666667,0,0.0,19.0,881.0,0.0,0.036,0.0,Dec,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
3.0,180.6,0,0.0,54.0,1644.0,0.0,0.02,15.2,June,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,False,True
,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,May,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0,0.0,5.0,72.0,0.0,0.073,0.0,Nov,Android,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,16.0,321.0,0.0,0.015,87.4,Aug,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,True
0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,12.0,225.0,0.0621,0.087,0.0,Nov,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
9.0,199.2,1,15.0,57.0,5770.0,0.014,0.03,0.0,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,False,False
7.0,,0,0.0,87.0,1989.0,0.0058,0.008,0.0,Nov,Windows,Opera,South America,Facebook ads,Returning_Visitor,False,False
2.0,68.0,0,0.0,20.0,547.0,0.0143,0.016,0.0,Mar,MACOS,Safari,Western Europe,Affiliate marketing,New_Visitor,False,False
0.0,0.0,0,0.0,19.0,1590.0,0.0,0.008,36.0,Oct,Windows,Google Chrome,Western Europe,Google search,New_Visitor,False,True
0.0,0.0,0,0.0,9.0,,0.0,0.05,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0,0.0,37.0,841.0,0.0077,0.024,0.0,Nov,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0,0.0,17.0,334.0,0.0,0.011,0.0,Dec,MACOS,Safari,Western Europe,Twitter,Returning_Visitor,False,False
