,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
3186,0.0,0.0,0,0.0,63.0,11.01627565358966,-3.101092789211817,0.0,1900-05,Android,Google Chrome,Asia,Youtube ads,Returning_Visitor,0,0
3187,0.0,0.0,0,0.0,10.0,12.272302320086723,-3.4112477175156566,0.0,1900-11,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
3188,0.0,2.1598345578506155,0,0.0,19.0,8.062932615734681,-4.961845129926823,0.0,1900-11,Windows,Google Chrome,North America,Google search,New_Visitor,0,1
3189,0.0,0.0,0,0.0,48.0,14.532745756315991,-2.7488721956224653,0.0,1900-05,Android,Google Chrome,South America,Bing search,Returning_Visitor,0,0
3190,0.0,0.0,0,0.0,9.0,7.724231625402241,-2.995732273553991,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,0,0
3191,6.0,6.295892395787198,2,6.150715408213387,5.0,6.437874981584099,-4.268697949366879,0.0,1900-03,MACOS,Safari,North America,Instagram ads,New_Visitor,0,0
3192,4.0,4.844796389721113,0,0.0,1.0,9.445631432841415,-4.8283137373023015,0.0,1900-12,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
3193,0.0,0.0,0,0.0,8.0,8.607198014968915,-2.5257286443082556,0.0,1900-05,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,0,0
3194,0.0,0.0,0,0.0,1.0,3.302439342160442,-2.3025850929940455,0.0,1900-03,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3195,0.0,0.0,0,0.0,10.0,7.472255791416807,-2.6736487743848776,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
3196,6.0,5.4343736866581995,0,0.0,177.0,15.066653191430417,-5.115995809754082,3.4660655703692127,1900-11,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,0,1
3197,1.0,4.116311373250285,0,0.0,15.0,9.81923677744818,-5.298317366548036,0.0,1900-07,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,1,0
3198,0.0,0.0,0,0.0,6.0,7.491244330552243,-2.5902671654458267,0.0,1900-07,MACOS,Safari,South America,Google search,Returning_Visitor,1,0
3199,1.0,4.434483195371604,0,0.0,2.0,3.947013676471583,-2.703062659591171,0.0,1900-05,iOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
3200,10.0,5.899768397028084,3,6.000637652083535,21.0,9.693462543467621,-5.521460917862246,0.0,1900-03,Android,Google Chrome,North America,Yahoo Search,Returning_Visitor,1,0
3201,1.0,0.0,0,0.0,2.0,4.5431024289293696,-1.8971199848858813,0.0,1900-05,Windows,Internet Explorer,North America,Instagram ads,Returning_Visitor,0,0
3202,3.0,4.806945528148138,1,1.407290089619599,6.0,9.7409194724153,-3.123565645063876,0.0,1900-02,iOS,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3203,0.0,2.1598345578506155,0,0.0,15.0,9.968917270083324,-3.079113882493042,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3204,9.0,7.749322309675641,0,0.0,1.0,11.402712770237555,-4.961845129926823,2.945289707452299,1900-05,Windows,Google Chrome,Western Europe,Google search,New_Visitor,0,0
3205,4.0,5.031407928199781,0,0.0,39.0,12.677489383050366,-4.074541934925921,0.0,1900-10,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
3206,7.0,3.884124967184723,0,0.0,63.0,13.09829609691923,-5.115995809754082,0.0,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3207,3.0,3.0590784624987664,0,0.0,67.0,12.94090925357103,-5.809142990314028,3.4550519036969094,1900-05,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,1
3208,0.0,0.0,2,4.154988823129611,1.0,7.132273436400121,-3.816712825623821,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3209,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-05,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
3210,4.0,5.387012423396079,0,0.0,69.0,11.120313215353699,-3.079113882493042,0.0,1900-08,Android,Google Chrome,Asia,Bing search,Returning_Visitor,0,0
3211,0.0,0.0,0,0.0,31.0,11.402712770237555,-3.4112477175156566,0.0,1900-03,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3212,0.0,0.0,0,0.0,2.0,0.0,-1.6094379124341003,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3213,0.0,0.0,0,0.0,10.0,7.766353264167582,-4.074541934925921,0.0,1900-05,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3214,0.0,3.483733517491732,0,0.0,22.0,12.536290745883742,-3.2441936328524905,2.547081654784283,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
3215,0.0,0.0,0,0.0,32.0,9.034005254089053,-3.649658740960655,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3216,0.0,0.0,1,4.797284451037644,31.0,11.75473250956041,-2.7181005369557116,0.0,1900-05,iOS,Safari,North America,Bing search,Returning_Visitor,0,0
3217,3.0,3.6529867856009983,0,0.0,46.0,10.54345694992334,-4.074541934925921,2.597605666643087,1900-12,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
3218,0.0,0.0,0,0.0,5.0,6.754560032183769,-2.995732273553991,0.0,1900-12,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
3219,9.0,8.16996352585684,2,6.7227127057819605,35.0,10.842805923580075,-4.135166556742356,0.0,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3220,0.0,0.0,0,0.0,41.0,10.402310833242005,-4.605170185988091,0.0,1900-12,Windows,Google Chrome,Western Europe,Google search,New_Visitor,1,0
3221,7.0,7.098790167700155,0,0.0,11.0,8.9605260612424,0.0,0.0,1900-03,MACOS,Safari,Asia,Google search,New_Visitor,0,0
3222,0.0,3.618527352340675,0,0.0,33.0,11.91848140933032,-3.079113882493042,0.6453869592546639,1900-09,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,1
3223,0.0,0.0,0,0.0,7.0,8.084766064231458,-4.199705077879927,0.0,1900-10,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
3224,1.0,0.0,0,0.0,5.0,4.366172626401473,-1.8578992717326,0.0,1900-05,Windows,Google Chrome,South America,Instagram ads,Returning_Visitor,0,0
3225,3.0,2.1598345578506155,2,3.416169091893198,16.0,11.676051545801075,-3.9633162998156966,0.0,1900-05,Windows,Google Chrome,Asia,Instagram Page,Returning_Visitor,0,0
3226,3.0,5.281807213784908,0,0.0,17.0,7.3140765768098435,-2.577021938695806,0.0,1900-05,Android,Google Chrome,Western Europe,DuckDuckGo search,Returning_Visitor,0,0
3227,0.0,0.0,3,4.351699121702656,53.0,13.338863878470228,-3.575550768806933,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3228,6.0,3.9372206864902357,0,0.0,138.0,16.25526505616524,-4.509860006183766,0.0,1900-03,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
3229,10.0,5.493791695384608,3,4.385378716280106,33.0,12.455790297821915,-3.7722610630529876,0.0,1900-03,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3230,0.0,0.0,0,0.0,18.0,10.377084396126211,-3.079113882493042,0.0,1900-05,Windows,Internet Explorer,Western Europe,Bing search,Returning_Visitor,0,0
3231,0.0,0.0,0,0.0,8.0,8.420937660483709,-2.8824035882469876,0.0,1900-02,MACOS,Safari,North America,Bing search,Returning_Visitor,0,0
3232,3.0,2.3847739133439094,4,5.091758860968006,159.0,16.315577567145944,-3.2441936328524905,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
3233,7.0,4.392912419912265,3,6.480784753980748,65.0,12.8606730435385,-4.199705077879927,4.708107612796329,1900-11,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
3234,5.0,5.716012574608894,0,0.0,100.0,14.034119674125952,-4.268697949366879,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3235,2.0,5.509575333271714,0,0.0,36.0,10.82624525377673,-5.809142990314028,0.0,1900-09,Windows,Google Chrome,Oceania,Twitter,New_Visitor,0,0
3236,0.0,0.0,0,0.0,14.0,10.241192465256,-3.6888794541139363,0.0,1900-12,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
3237,4.0,5.662689206495744,0,0.0,3.0,4.851630288964895,-3.912023005428146,0.0,1900-12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
3238,0.0,2.1598345578506155,0,0.0,1.0,6.558738834569452,-4.710530701645918,0.0,1900-05,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3239,5.0,5.343252495448206,0,0.0,27.0,9.004883170460491,-4.509860006183766,0.0,1900-03,Windows,Google Chrome,Eastern Europe,Twitter,New_Visitor,0,0
3240,0.0,0.0,0,0.0,2.0,5.234232723203053,-2.3025850929940455,0.0,1900-05,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
3241,5.0,4.980718927754229,2,5.750505940444534,54.0,14.640231512290734,-3.3813947543659757,0.0953878412245332,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,1,1
3242,1.0,2.218021440843046,0,0.0,14.0,9.783940932791406,-3.4112477175156566,0.0,1900-05,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
3243,3.0,6.1162843546199435,0,0.0,23.0,8.811720221172214,-2.375155785828881,0.0,1900-11,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
3244,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-02,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3245,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-02,iOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
3246,0.0,0.0,5,5.168097110177456,1.0,9.67867706287735,-1.6094379124341003,0.0,1900-05,Android,Google Chrome,North America,Instagram Page,New_Visitor,1,0
3247,2.0,4.380515817660478,0,0.0,24.0,8.395779459812495,-3.7297014486341915,0.0,1900-09,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,0
3248,5.0,6.869765046512744,0,0.0,249.0,14.859305953640389,-3.611918412977808,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3249,5.0,2.1598345578506155,0,0.0,10.0,8.106391539756507,-5.298317366548036,0.0,1900-10,Windows,Google Chrome,North America,Tik Tok ads,New_Visitor,0,1
3250,0.0,0.0,0,0.0,20.0,9.461870178048244,-3.912023005428146,0.0,1900-03,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3251,7.0,5.662689206495744,0,0.0,1.0,10.066123012472783,-3.575550768806933,0.0,1900-11,Android,Google Chrome,North America,Youtube channel,Returning_Visitor,0,0
3252,5.0,5.3678730178477,0,0.0,27.0,12.286304417465384,-3.649658740960655,0.0,1900-12,MACOS,Google Chrome,North America,Google search,Returning_Visitor,0,0
3253,1.0,2.777951149457047,0,0.0,3.0,7.251650287332319,-3.816712825623821,0.0,1900-03,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
3254,1.0,4.369987682739926,0,0.0,11.0,7.757992532019244,-3.506557897319982,0.0,1900-03,Windows,Mozilla Firefox,South America,Google search,New_Visitor,1,0
3255,0.0,0.0,3,2.9218359021516602,51.0,12.843437986031265,-3.2968373663379125,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
3256,0.0,0.0,0,0.0,18.0,8.652948715976464,-3.649658740960655,3.4660655703692127,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
3257,1.0,3.227382626194471,1,0.0,14.0,9.773254626235067,-3.863232841258714,0.0,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3258,2.0,5.541765262284838,0,0.0,29.0,10.19021936392021,-3.4420193761824103,4.4353280604252765,1900-08,Windows,Google Chrome,Asia,Twitter,Returning_Visitor,0,1
3259,11.0,8.946474489411507,0,0.0,87.0,12.815649649976233,-4.422848629194137,0.0,1900-03,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,0,0
3260,0.0,2.1598345578506155,0,0.0,14.0,7.354714471743764,-3.473768074496991,0.0,1900-11,Android,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,0,0
3261,0.0,0.0,0,0.0,21.0,9.988658393963146,-3.2441936328524905,0.0,1900-11,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,1,0
3262,6.0,6.287530675777999,0,0.0,152.0,15.984065940822774,-3.649658740960655,1.9020611271983068,1900-12,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
3263,0.0,0.0,1,5.034899648434516,33.0,11.281257290999747,-3.816712825623821,0.0,1900-05,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,0,0
3264,0.0,0.0,0,0.0,5.0,6.374651091982573,-2.703062659591171,0.0,1900-05,MACOS,Samsung Internet,Asia,Facebook ads,Returning_Visitor,1,0
3265,0.0,0.0,0,0.0,6.0,7.610815483299453,-2.864704011147587,0.0,1900-05,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,0
3266,3.0,4.109110701262037,0,0.0,57.0,14.830463760003973,-4.422848629194137,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,1
3267,0.0,0.0,0,0.0,4.0,6.2759616537274034,-4.605170185988091,0.0,1900-03,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,0
3268,14.0,9.063738750590014,0,0.0,31.0,11.014064754594092,-4.017383521085972,3.2392130664706733,1900-03,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
3269,0.0,0.0,0,0.0,4.0,3.947013676471583,-2.703062659591171,0.0,1900-05,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,1,0
3270,0.0,0.0,0,0.0,6.0,8.5898087006547,-3.6888794541139363,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Bing search,Returning_Visitor,0,0
3271,0.0,0.0,3,3.040233968647795,194.0,16.81285756388677,-6.214608098422191,4.586058717850465,1900-11,iOS,Google Chrome,North America,Twitter,Returning_Visitor,1,1
3272,6.0,5.179177097269651,0,0.0,3.0,7.3140765768098435,-4.268697949366879,0.0,1900-12,Windows,Google Chrome,North America,Youtube ads,New_Visitor,0,0
3273,2.0,2.218021440843046,0,0.0,6.0,7.098526863575137,-3.036554268074246,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3274,5.0,6.217089044653858,0,0.0,14.0,8.70891244268489,-3.816712825623821,4.370609094510952,1900-05,Windows,Google Chrome,South America,Instagram Page,New_Visitor,0,1
3275,0.0,0.0,0,0.0,31.0,13.372808526514044,-3.4420193761824103,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
3276,0.0,0.0,0,0.0,1.0,8.084766064231458,-2.995732273553991,0.0,1900-12,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,0,0
3277,1.0,3.0945709926284373,0,0.0,44.0,10.235247855231831,-4.3428059215206005,0.0,1900-03,Windows,QQ,North America,Google search,Returning_Visitor,0,0
3278,1.0,2.9695964958984065,0,0.0,218.0,13.873922499171794,-4.135166556742356,3.0945867297126006,1900-05,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
3279,0.0,0.0,0,0.0,4.0,5.946936603148872,-3.7722610630529876,0.0,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
3280,0.0,0.0,1,2.7158410836045586,53.0,9.847120739652814,-3.6888794541139363,0.0,1900-12,MACOS,Safari,North America,Facebook ads,Returning_Visitor,1,0
3281,0.0,4.216213482177569,0,0.0,14.0,10.838084834926262,-4.710530701645918,3.4364418475250633,1900-05,Other,Safari,Eastern Europe,Instagram ads,Returning_Visitor,0,1
3282,1.0,2.218021440843046,0,0.0,1.0,7.832133336247063,-3.575550768806933,0.0,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3283,0.0,0.0,0,0.0,5.0,6.309395784750876,-3.7297014486341915,0.0,1900-02,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
3284,0.0,0.0,0,0.0,9.0,10.847518635198886,-3.2188758248682006,0.0,1900-03,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,0,0
3285,0.0,0.0,1,3.664346446242734,6.0,8.357521562027532,-3.6888794541139363,0.0,1900-12,Android,Google Chrome,Africa,Google search,New_Visitor,0,0
3286,6.0,6.086693807301482,1,4.135447268430654,103.0,14.267487985849005,-3.7722610630529876,0.0,1900-11,iOS,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,1,0
3287,1.0,5.311527659506419,0,0.0,9.0,7.121083741155446,-3.540459448995663,0.0,1900-11,Windows,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,0,0
3288,0.0,0.0,0,0.0,13.0,9.290098999416008,-2.9374633654300153,0.0,1900-05,Windows,Microsoft Edge,Eastern Europe,Youtube ads,Returning_Visitor,0,0
3289,0.0,0.0,0,0.0,4.0,7.610815483299453,-3.4112477175156566,0.0,1900-05,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
3290,2.0,2.218021440843046,0,0.0,26.0,9.67867706287735,-4.199705077879927,0.0,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
3291,0.0,0.0,0,0.0,23.0,9.183642121129745,-4.199705077879927,0.0,1900-11,MACOS,Safari,Southern Africa,Google search,New_Visitor,0,0
3292,4.0,4.504050613267189,2,4.942722044121299,64.0,12.612117735486033,-3.611918412977808,3.877243599396079,1900-11,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
3293,1.0,3.0945709926284373,0,0.0,98.0,14.679700288293473,-4.3428059215206005,0.0,1900-05,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
3294,8.0,6.069042715162569,0,0.0,22.0,12.368907732100704,-2.8302178350764176,0.0,1900-02,Android,Google Chrome,Southern Africa,Bing search,Returning_Visitor,0,0
3295,8.0,5.697896364302628,1,4.037913128325605,46.0,13.900800277691523,-3.540459448995663,1.1424106179301505,1900-11,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
3296,0.0,2.1598345578506155,0,0.0,5.0,6.908894187279039,-3.2188758248682006,0.0,1900-05,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,0,0
3297,3.0,4.7380991148765865,0,0.0,10.0,8.741863645491254,-2.9759296462578115,0.0,1900-11,MACOS,Google Chrome,Western Europe,Google search,New_Visitor,0,0
3298,0.0,0.0,0,0.0,49.0,11.21227566169774,-4.509860006183766,0.0,1900-11,MACOS,Safari,Asia,Affiliate marketing,Returning_Visitor,0,0
3299,0.0,0.0,0,0.0,2.0,0.0,-1.6094379124341003,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
3300,0.0,5.2646374944852035,1,7.013041238290614,197.0,15.516671838523797,-3.575550768806933,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3301,3.0,5.882677120566022,2,6.45073707793678,1.0,13.154839231914824,-4.199705077879927,3.5803256908206964,1900-11,Windows,Google Chrome,Eastern Europe,Youtube channel,Returning_Visitor,0,1
3302,1.0,3.9732476818503253,0,0.0,45.0,11.564534171322864,-4.961845129926823,0.0,1900-05,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
3303,8.0,6.822065351575572,0,0.0,77.0,11.120313215353699,-4.3428059215206005,2.6919732119275306,1900-12,Android,Google Chrome,South America,Youtube channel,Returning_Visitor,0,1
3304,0.0,0.0,0,0.0,5.0,6.118225125375559,-2.120263536200091,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3305,0.0,2.1598345578506155,0,0.0,5.0,10.337348314999309,-3.2188758248682006,4.763844058729386,1900-11,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
3306,2.0,3.961825328759553,0,0.0,8.0,8.554637544441176,-3.079113882493042,0.0,1900-10,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,1,0
3307,1.0,4.4013293175461845,2,6.4301736456523715,56.0,14.359810668178268,-4.961845129926823,3.668608817727309,1900-08,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,0,0
3308,3.0,5.168119802961248,0,0.0,19.0,12.836515536042763,-3.816712825623821,0.0,1900-12,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
3309,0.0,0.0,0,0.0,9.0,10.153618653845522,-3.036554268074246,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,0,0
3310,0.0,0.0,2,2.8574217276909004,38.0,9.67867706287735,-4.135166556742356,0.0,1900-03,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,0,0
3311,0.0,0.0,0,0.0,46.0,9.591913298362444,-3.4420193761824103,0.0,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3312,2.0,3.990900353468917,0,0.0,8.0,7.79124872796221,-3.3242363405260273,0.0,1900-05,Windows,Google Chrome,South America,Google search,Returning_Visitor,1,0
3313,3.0,2.1598345578506155,0,0.0,19.0,8.433415046347685,-4.3428059215206005,0.0,1900-12,MACOS,Safari,Africa,Affiliate marketing,Returning_Visitor,0,0
3314,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-03,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,1,0
3315,0.0,0.0,0,0.0,5.0,8.099205894469508,-2.995732273553991,0.0,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,1,0
3316,0.0,0.0,0,0.0,9.0,8.763578437278618,-2.703062659591171,0.0,1900-05,iOS,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3317,2.0,5.245856266848153,4,4.244106869858616,14.0,9.572643818296754,-3.611918412977808,2.55567101107151,1900-11,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,0,1
3318,0.0,0.0,0,0.0,1.0,8.37034470053278,-2.703062659591171,3.519506578270979,1900-12,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,1
3319,6.0,5.724043504419166,0,0.0,46.0,10.953669694847466,-4.605170185988091,3.5160250786171505,1900-03,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
3320,1.0,4.1083082226944585,0,0.0,1.0,7.646336445713708,-3.079113882493042,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
3321,0.0,0.0,0,0.0,3.0,5.946936603148872,-2.995732273553991,0.0,1900-05,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,0
3322,1.0,2.4732980244025886,0,0.0,16.0,10.299895548817435,-3.863232841258714,0.0,1900-11,iOS,Safari,North America,Google search,New_Visitor,0,0
3323,0.0,0.0,0,0.0,42.0,7.715710601525664,-4.422848629194137,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
3324,0.0,0.0,0,0.0,1.0,10.919517642595887,-5.521460917862246,3.3982283329710365,1900-11,Windows,Mozilla Firefox,North America,Tik Tok ads,Returning_Visitor,0,1
3325,2.0,3.9732476818503253,0,0.0,22.0,8.884718635629078,-3.506557897319982,1.0017293222699106,1900-12,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,0,0
3326,0.0,0.0,0,0.0,4.0,7.241067905282529,-2.488914671185539,0.0,1900-12,Windows,Google Chrome,Western Europe,Google search,New_Visitor,0,0
3327,2.0,7.774747703523407,0,0.0,91.0,12.359392493631589,-3.270169119255751,1.9786264250837768,1900-09,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,1
3328,0.0,0.0,0,0.0,6.0,9.024337083286051,-3.270169119255751,2.238997282451442,1900-03,iOS,Google Chrome,South America,Facebook ads,Returning_Visitor,1,1
3329,0.0,0.0,0,0.0,3.0,5.234232723203053,-1.8971199848858813,0.0,1900-06,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
3330,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-05,MACOS,Safari,South America,Instagram ads,Returning_Visitor,0,0
3331,0.0,0.0,0,0.0,16.0,8.965495392126625,0.0,1.611012694887702,1900-11,MACOS,Safari,North America,Bing search,Returning_Visitor,1,1
3332,4.0,5.2094428026006945,1,2.1269201187628304,272.0,15.618288419960685,-3.7297014486341915,1.4281358084627664,1900-05,Windows,Google Chrome,Africa,Google search,Returning_Visitor,1,0
3333,1.0,1.1365119295668566,0,0.0,73.0,9.67867706287735,-4.3428059215206005,0.0,1900-11,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,0
3334,1.0,4.961117035669512,0,0.0,8.0,9.935669622112306,-5.521460917862246,0.0,1900-12,MACOS,Safari,North America,Yahoo Search,New_Visitor,1,0
3335,2.0,5.029774902731614,0,0.0,15.0,7.903893352491462,-4.199705077879927,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
3336,0.0,0.0,0,0.0,3.0,4.703979373607803,-2.703062659591171,0.0,1900-12,iOS,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
3337,0.0,4.797318400529151,0,0.0,93.0,11.88004708379962,-5.298317366548036,3.225596889058699,1900-11,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,1
3338,8.0,6.999973549109667,1,5.95153100499225,36.0,13.180657398837734,-4.961845129926823,0.0,1900-03,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,0,0
3339,5.0,2.1598345578506155,4,1.407290089619599,26.0,9.206208517749229,-5.521460917862246,3.9426535884646907,1900-11,Android,Google Chrome,Western Europe,Google search,New_Visitor,0,1
3340,0.0,0.0,0,0.0,21.0,9.192693890339251,-3.912023005428146,0.0,1900-03,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3341,4.0,2.218021440843046,0,0.0,13.0,8.305504021822015,-2.796881414808826,0.0,1900-05,Windows,Google Chrome,Africa,Google search,Returning_Visitor,1,0
3342,3.0,5.14724346678499,3,0.0,75.0,14.494752270879752,-3.2441936328524905,2.1037981348917145,1900-11,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,0,0
3343,0.0,0.0,0,0.0,10.0,6.374651091982573,-2.375155785828881,0.0,1900-03,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,1,0
3344,2.0,4.854099281281657,0,0.0,6.0,7.815869237315568,-4.074541934925921,3.057834921678332,1900-03,iOS,Safari,North America,Google search,New_Visitor,0,1
3345,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-03,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
3346,5.0,7.114045069730093,0,0.0,20.0,10.103988874271534,-3.4420193761824103,0.0,1900-12,MACOS,Safari,Africa,Google search,Returning_Visitor,0,0
3347,1.0,3.2889368602819307,2,4.862075112760794,16.0,9.622436584758901,-3.7297014486341915,0.0,1900-11,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,0,0
3348,0.0,0.0,1,3.040233968647795,20.0,12.501509632357278,-2.563949857128453,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
3349,0.0,0.0,1,0.0,4.0,0.0,-1.6982691261407161,0.0,1900-07,Android,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,0,0
