,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
2638,2.0,16.0,0,0.0,50.0,2577.0,0.003,0.012,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,0,0
2639,0.0,0.0,0,0.0,33.0,1453.0,0.0,0.032,0.0,1900-03,Windows,Mozilla Firefox,Africa,Instagram ads,Returning_Visitor,0,0
2640,0.0,6.6,0,0.0,5.0,18.0,0.05,0.12,0.0,1900-05,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
2641,5.0,38.66666667,0,0.0,12.0,318.0,0.0,0.009,0.0,1900-03,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
2643,9.0,103.9295252,0,0.0,121.0,5488.0,0.0128,0.027,7.5,1900-11,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,1
2644,0.0,0.0,0,0.0,3.0,41.0,0.0667,0.11,0.0,1900-12,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2645,0.0,0.0,0,0.0,16.0,176.0,0.0,0.022,0.0,1900-05,Android,Google Chrome,South America,Bing search,Returning_Visitor,1,0
2646,0.0,0.0,0,0.0,37.0,589.0,0.0,0.006,0.0,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
2647,2.0,100.0,0,0.0,22.0,1776.0,0.0031,0.006,0.0,1900-03,Android,Google Chrome,South America,Youtube channel,Returning_Visitor,1,0
2648,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-03,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2649,0.0,0.0,0,0.0,7.0,123.0,0.0338,0.033,0.0,1900-11,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2650,3.0,429.25,0,0.0,63.0,1353.0,0.0,0.002,0.0,1900-11,Windows,Google Chrome,Asia,Google search,New_Visitor,0,0
2651,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,1900-11,MACOS,Safari,North America,Youtube channel,Returning_Visitor,0,0
2652,3.0,6.6,2,0.0,91.0,1659.0,0.0054,0.012,0.0,1900-11,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,0,0
2653,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-12,Windows,Google Chrome,Asia,Google search,Returning_Visitor,1,0
2654,0.0,0.0,0,0.0,32.0,682.0,0.0,0.013,41.9,1900-11,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,0,1
2655,1.0,41.4,0,0.0,23.0,287.0,0.0,0.017,13.3,1900-09,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2656,0.0,0.0,0,0.0,47.0,2267.0,0.0047,0.018,0.0,1900-05,Windows,Internet Explorer,South America,Twitter,Returning_Visitor,1,0
2657,0.0,10.6,0,0.0,18.0,1732.0,0.04,0.052,0.0,1900-11,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
2658,3.0,190.5,0,0.0,53.0,1162.0,0.0214,0.013,0.0,1900-05,MACOS,Safari,North America,Bing search,Returning_Visitor,1,0
2659,6.0,102.25,0,0.0,179.0,4545.0,0.0,0.019,6.2,1900-06,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
2660,1.0,35.0,0,0.0,10.0,237.0,0.0,0.017,0.0,1900-05,Windows,Google Chrome,Oceania,Google search,New_Visitor,0,0
2661,3.0,30.5,0,0.0,60.0,3794.0,0.0162,0.026,0.0,1900-05,Android,Google Chrome,South America,Bing search,Returning_Visitor,1,0
2662,18.0,307.8407448,0,0.0,57.0,2846.0,0.0047,0.023,9.1,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
2663,0.0,0.0,0,0.0,36.0,301.0,0.0484,0.064,0.0,1900-05,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,0,0
2664,6.0,102.88,4,26.6,100.0,1606.0,0.0034,0.024,13.3,1900-07,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,0,0
2665,0.0,0.0,0,0.0,3.0,41.0,0.0,0.04,0.0,1900-03,Windows,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,0,0
2666,0.0,6.6,0,0.0,3.0,102.0,0.0,0.067,0.0,1900-12,Windows,Google Chrome,North America,Twitter,Returning_Visitor,0,0
2667,2.0,3.0,0,0.0,24.0,1479.0,0.0,0.011,0.0,1900-03,Windows,Microsoft Edge,Eastern Europe,Affiliate marketing,Returning_Visitor,0,0
2668,0.0,0.0,0,0.0,6.0,169.0,0.0,0.0,0.0,1900-08,MACOS,Safari,North America,Google search,New_Visitor,0,0
2669,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-11,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2670,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-05,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2671,5.0,362.7,0,0.0,25.0,1233.0,0.0,0.014,0.0,1900-10,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,0,0
2672,7.0,252.0,0,0.0,9.0,242.0,0.0,0.018,0.0,1900-11,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,0,0
2673,0.0,6.6,0,0.0,36.0,1105.0,0.0111,0.022,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2674,0.0,0.0,0,0.0,17.0,1640.0,0.0,0.02,0.7,1900-07,Windows,Microsoft Edge,Africa,Tik Tok ads,New_Visitor,0,1
2675,0.0,0.0,1,0.0,5.0,97.0,0.0667,0.133,0.0,1900-05,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
2676,5.0,819.0233333,0,0.0,2.0,155.0,0.0,0.015,0.0,1900-11,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,1,0
2677,1.0,6.6,0,0.0,5.0,150.0,0.0,0.01,0.0,1900-05,Android,Google Chrome,Asia,Instagram Page,New_Visitor,0,0
2678,0.0,0.0,0,0.0,18.0,1229.0,0.004,0.034,0.0,1900-12,Windows,Google Chrome,Western Europe,Google search,New_Visitor,1,0
2679,0.0,0.0,1,110.0,75.0,1139.0,0.0027,0.011,0.0,1900-12,iOS,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2680,0.0,0.0,0,0.0,11.0,264.0,0.0167,0.035,0.0,1900-05,MACOS,Safari,Asia,Youtube ads,Returning_Visitor,0,0
2681,3.0,33.5,2,53.0,30.0,508.0,0.0,0.019,0.0,1900-03,Windows,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,1,0
2682,2.0,101.75,0,0.0,11.0,170.0,0.0,0.013,0.0,1900-12,Windows,Google Chrome,Eastern Europe,Affiliate marketing,New_Visitor,0,0
2683,7.0,299.4,0,0.0,55.0,2220.0,0.0108,0.023,25.6,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,1
2684,1.0,12.75,0,0.0,24.0,675.0,0.0,0.026,12.1,1900-12,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,0,1
2685,0.0,0.0,2,37.0,153.0,589.0,0.0026,0.009,0.0,1900-07,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,0
2686,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-08,iOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2687,2.0,19.0,0,0.0,23.0,755.0,0.0156,0.057,0.0,1900-10,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2688,0.0,0.0,4,84.3333333,19.0,948.0,0.0143,0.025,0.0,1900-05,MACOS,Safari,Western Europe,Instagram Page,Returning_Visitor,0,0
2689,9.0,173.5,3,141.5,1.0,7316.0,0.0053,0.004,15.1,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
2690,5.0,176.8,0,0.0,12.0,306.0,0.0212,0.069,0.0,1900-11,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,0,0
2691,1.0,34.1,0,0.0,39.0,1055.0,0.0162,0.033,0.0,1900-07,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,0,0
2692,0.0,0.0,5,146.3333333,64.0,2355.0,0.0009,0.016,0.0,1900-12,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
2693,1.0,6.6,1,10.0,21.0,157.0,0.0,0.017,0.0,1900-09,Android,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
2694,0.0,0.0,0,0.0,16.0,570.0,0.0,0.005,0.0,1900-03,MACOS,Safari,South America,Google search,Returning_Visitor,1,0
2695,0.0,0.0,0,0.0,67.0,5417.0,0.0086,0.037,0.0,1900-11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2696,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,1900-05,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
2697,7.0,71.83333333,0,0.0,35.0,801.0,0.0,0.006,0.0,1900-05,iOS,Safari,North America,Google search,Returning_Visitor,0,0
2698,1.0,24.5,0,0.0,13.0,750.0,0.0104,0.03,0.0,1900-11,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,0
2699,0.0,0.0,0,0.0,4.0,166.0,0.0,0.1,0.0,1900-03,Android,Android,Western Europe,Facebook ads,Returning_Visitor,0,0
2700,3.0,99.0,3,21.5,31.0,1261.0,0.0113,0.025,0.0,1900-12,Windows,Mozilla Firefox,Asia,Google search,Returning_Visitor,0,0
2701,0.0,0.0,0,0.0,6.0,71.0,0.0667,0.133,0.0,1900-10,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,0,0
2702,1.0,92.0,2,419.5,34.0,1334.0,0.0167,0.023,0.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2703,2.0,29.0,2,88.75,1.0,1936.0,0.0,0.004,43.9,1900-12,Windows,Opera,Africa,Facebook page,Returning_Visitor,0,1
2704,1.0,13.5,0,0.0,32.0,633.0,0.0138,0.024,0.0,1900-05,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2705,0.0,0.0,2,7.5,2.0,454.0,0.0,0.1,0.0,1900-03,Windows,Internet Explorer,North America,Affiliate marketing,Returning_Visitor,0,0
2706,5.0,393.0,0,0.0,44.0,1089.0,0.0,0.008,0.0,1900-03,Android,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,0,0
2707,0.0,0.0,0,0.0,6.0,85.0,0.0,0.013,0.0,1900-03,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2708,13.0,274.2577778,7,175.75,27.0,2151.0,0.0,0.012,12.0,1900-11,Windows,Opera,North America,Google search,Returning_Visitor,1,0
2709,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-05,iOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2710,0.0,0.0,2,410.0,120.0,2259.0,0.0183,0.052,0.0,1900-05,Windows,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,1,0
2711,8.0,179.4,1,0.0,30.0,958.0,0.0043,0.009,0.0,1900-07,MACOS,Google Chrome,Eastern Europe,Google search,New_Visitor,0,0
2712,0.0,0.0,0,0.0,21.0,993.0,0.0,0.018,0.0,1900-06,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2713,0.0,0.0,0,0.0,1.0,615.0,0.0,0.023,0.0,1900-05,Windows,Mozilla Firefox,Western Europe,Instagram Page,Returning_Visitor,0,0
2714,2.0,914.5,0,0.0,14.0,432.0,0.0771,0.064,38.1,1900-06,MACOS,Samsung Internet,Western Europe,Twitter,Returning_Visitor,0,1
2715,0.0,0.0,2,40.5,9.0,1237.0,0.0473,0.029,28.8,1900-12,Android,Google Chrome,Western Europe,Google search,New_Visitor,0,0
2716,0.0,0.0,0,0.0,9.0,128.0,0.0,0.029,0.0,1900-02,Windows,Mozilla Firefox,Asia,Instagram ads,Returning_Visitor,0,0
2717,4.0,90.75,0,0.0,27.0,459.0,0.0,0.013,67.3,1900-11,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2718,0.0,0.0,0,0.0,5.0,191.0,0.0,0.042,0.0,1900-11,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2719,0.0,0.0,0,0.0,103.0,3269.0,0.0043,0.026,0.0,1900-05,Windows,Mozilla Firefox,Asia,Bing search,Returning_Visitor,0,0
2720,0.0,0.0,0,0.0,25.0,1257.0,0.0,0.007,0.0,1900-11,Android,Google Chrome,Western Europe,Google search,New_Visitor,0,1
2721,2.0,34.2,0,0.0,34.0,1010.0,0.0155,0.025,0.0,1900-11,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,0,0
2722,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-07,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,0,0
2723,0.0,0.0,0,0.0,16.0,371.0,0.015,0.056,0.0,1900-05,Windows,Mozilla Firefox,Asia,Twitter,Returning_Visitor,0,0
2724,0.0,0.0,0,0.0,35.0,775.0,0.0,0.005,0.0,1900-12,Windows,Google Chrome,Western Europe,Google search,New_Visitor,0,0
2725,0.0,0.0,0,0.0,4.0,42.0,0.0286,0.06,0.0,1900-02,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2726,5.0,92.6,0,0.0,57.0,2387.0,0.0122,0.039,0.0,1900-10,Android,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,0,0
2727,0.0,0.0,0,0.0,2.0,55.0,0.0,0.067,0.0,1900-03,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2728,0.0,0.0,0,0.0,3.0,53.0,0.0,0.067,0.0,1900-08,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2729,1.0,4.0,0,0.0,14.0,356.0,0.0222,0.04,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
2730,3.0,53.23333333,2,49.6,24.0,2066.0,0.0122,0.036,0.0,1900-10,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
2731,0.0,0.0,0,0.0,4.0,14.0,0.0667,0.133,0.0,1900-07,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2732,3.0,1069.15,1,6.0,19.0,832.0,0.0097,0.035,0.0,1900-11,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,1
2733,0.0,0.0,0,0.0,1.0,810.0,0.0268,0.032,0.0,1900-03,Windows,Mozilla Firefox,Eastern Europe,Affiliate marketing,Returning_Visitor,0,0
2734,1.0,89.0,0,0.0,9.0,493.0,0.025,0.061,0.0,1900-05,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,1,0
2735,0.0,0.0,0,0.0,1.0,403.0,0.0,0.1,0.0,1900-12,Windows,Google Chrome,Western Europe,Youtube channel,Returning_Visitor,0,0
2736,0.0,0.0,0,0.0,29.0,346.0,0.0235,0.041,0.0,1900-05,Windows,Google Chrome,Southern Africa,Twitter,Returning_Visitor,0,0
2737,9.0,45.06666667,10,914.25,151.0,7849.0,0.0028,0.015,58.8,1900-11,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2738,18.0,208.5819384,0,0.0,40.0,1231.0,0.0131,0.039,9.8,1900-12,Android,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
2739,0.0,0.0,0,0.0,9.0,695.0,0.02,0.073,0.0,1900-03,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2740,5.0,67.5,0,0.0,16.0,281.0,0.0,0.017,0.0,1900-11,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
2741,0.0,0.0,0,0.0,14.0,1620.0,0.0,0.012,0.0,1900-03,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,0,0
2742,0.0,0.0,0,0.0,32.0,1047.0,0.0,0.007,0.0,1900-12,Windows,Opera,North America,Facebook ads,Returning_Visitor,0,0
2743,12.0,221.9166667,3,63.2,46.0,2063.0,0.0133,0.012,5.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2744,0.0,0.0,0,0.0,17.0,632.0,0.0117,0.056,0.0,1900-05,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,0,0
2745,3.0,52.5,0,0.0,47.0,887.0,0.0,0.013,13.6,1900-02,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2746,0.0,0.0,0,0.0,70.0,579.0,0.0,0.015,0.0,1900-11,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
2747,0.0,0.0,0,0.0,10.0,132.0,0.1333,0.183,0.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2748,0.0,0.0,0,0.0,15.0,544.0,0.0108,0.025,0.0,1900-11,MACOS,Samsung Internet,North America,Facebook ads,Returning_Visitor,1,0
2749,0.0,0.0,0,0.0,81.0,2928.0,0.0005,0.008,4.7,1900-05,Windows,Google Chrome,Oceania,Instagram ads,Returning_Visitor,0,0
2750,0.0,6.6,0,0.0,54.0,2613.0,0.0063,0.026,0.0,1900-12,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2751,0.0,0.0,0,0.0,9.0,102.0,0.0,0.015,0.0,1900-10,MACOS,Safari,Asia,Google search,New_Visitor,0,0
2752,2.0,28.0,0,0.0,15.0,504.0,0.0,0.004,0.0,1900-03,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
2753,0.0,0.0,0,0.0,13.0,765.0,0.0064,0.013,45.7,1900-06,MACOS,Safari,South America,Bing search,New_Visitor,1,1
2754,1.0,174.5,1,12.0,42.0,996.0,0.002,0.037,0.0,1900-05,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,0,0
2755,0.0,0.0,0,0.0,10.0,272.0,0.0,0.007,0.0,1900-05,Windows,Google Chrome,North America,Instagram Page,New_Visitor,0,0
2756,0.0,0.0,0,0.0,1.0,530.0,0.0,0.029,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,1,0
2757,8.0,81.16666667,0,0.0,71.0,2396.0,0.0,0.02,0.0,1900-11,Windows,Google Chrome,Asia,Google search,Returning_Visitor,1,1
2758,5.0,118.5,4,75.75,73.0,2818.0,0.0,0.005,101.8,1900-12,Windows,Microsoft Edge,Asia,Google search,Returning_Visitor,0,1
2759,0.0,0.0,0,0.0,4.0,57.0,0.04,0.11,0.0,1900-03,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2760,3.0,32.0,0,0.0,51.0,3868.0,0.0,0.005,17.6,1900-11,Windows,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,0,1
2761,0.0,0.0,0,0.0,11.0,903.0,0.0,0.014,0.0,1900-12,Windows,Mozilla Firefox,Eastern Europe,Google search,Returning_Visitor,0,0
2762,0.0,0.0,0,0.0,45.0,2684.0,0.0116,0.043,208.8,1900-11,Windows,Microsoft Edge,Northern Africa,Affiliate marketing,Returning_Visitor,0,1
2763,13.0,404.8535764,0,0.0,53.0,2674.0,0.0123,0.022,6.1,1900-11,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,0,1
2764,3.0,419.0,0,0.0,1.0,2785.0,0.0081,0.02,22.4,1900-11,MACOS,Safari,North America,Youtube channel,Returning_Visitor,1,0
2765,0.0,0.0,0,0.0,2.0,45.0,0.0667,0.113,0.0,1900-02,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
2766,0.0,0.0,0,0.0,5.0,94.0,0.0,0.08,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,0,0
2767,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-03,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
2768,0.0,0.0,0,0.0,2.0,149.0,0.1,0.125,0.0,1900-03,Android,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,0,0
2769,0.0,0.0,0,0.0,7.0,16.0,0.0667,0.139,0.0,1900-05,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2770,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,1900-05,Windows,Opera,Africa,Instagram ads,Returning_Visitor,0,0
2771,0.0,6.6,3,7.0,100.0,1047.0,0.0029,0.007,78.9,1900-06,iOS,Safari,Asia,Bing search,Returning_Visitor,0,1
2772,3.0,82.9,0,0.0,24.0,1323.0,0.0053,0.019,0.0,1900-08,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,0,0
2773,1.0,3.0,0,0.0,27.0,465.0,0.0,0.005,0.0,1900-03,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2774,0.0,0.0,0,0.0,60.0,1242.0,0.0,0.008,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2775,1.0,16.0,0,0.0,75.0,1315.0,0.0039,0.029,0.0,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2776,1.0,31.0,0,0.0,6.0,354.0,0.0,0.029,0.0,1900-12,MACOS,Safari,Western Europe,Google search,New_Visitor,0,0
2777,0.0,0.0,0,0.0,2.0,8.0,0.0,0.1,0.0,1900-05,Android,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,0,0
2778,4.0,32.2,0,0.0,129.0,2221.0,0.0036,0.016,8.5,1900-11,iOS,Safari,Western Europe,Google search,Returning_Visitor,0,1
2779,1.0,30.7,0,0.0,53.0,2957.0,0.0028,0.016,12.9,1900-07,Windows,Google Chrome,Africa,Instagram ads,Returning_Visitor,0,0
2780,0.0,0.0,0,0.0,37.0,1236.0,0.0065,0.032,0.0,1900-11,MACOS,Safari,Southern Africa,Facebook ads,Returning_Visitor,1,0
2781,1.0,17.6,0,0.0,37.0,1751.0,0.0,0.005,0.0,1900-08,Android,Google Chrome,South America,Google search,New_Visitor,0,0
2782,8.0,156.9,2,0.0,26.0,836.0,0.0,0.011,0.0,1900-10,Windows,Google Chrome,Western Europe,Newsletter,Returning_Visitor,0,0
2783,1.0,26.6,0,0.0,93.0,2057.0,0.008,0.013,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
2784,1.0,38.8,0,0.0,14.0,1588.0,0.0,0.01,0.0,1900-08,Windows,Google Chrome,Africa,Instagram Page,New_Visitor,0,0
2785,0.0,0.0,0,0.0,12.0,226.0,0.0173,0.027,9.0,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,1
2786,0.0,0.0,0,0.0,10.0,44.0,0.0,0.02,0.0,1900-12,Windows,Mozilla Firefox,Eastern Europe,Youtube channel,New_Visitor,0,0
2787,4.0,155.1,1,4.0,49.0,1423.0,0.0,0.003,0.0,1900-08,MACOS,Safari,North America,Bing search,Returning_Visitor,1,0
2788,0.0,0.0,0,0.0,27.0,1070.0,0.0108,0.022,0.0,1900-02,MACOS,Safari,North America,Bing search,Returning_Visitor,1,0
2789,0.0,6.6,0,0.0,307.0,3069.0,0.004,0.022,0.0,1900-11,MACOS,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
2790,8.0,488.0,0,0.0,24.0,787.0,0.0,0.007,0.0,1900-05,MACOS,Safari,Southern Africa,Google search,New_Visitor,0,0
2791,0.0,0.0,0,0.0,6.0,226.0,0.0446,0.056,0.0,1900-05,MACOS,Safari,Northern Africa,Instagram ads,Returning_Visitor,1,0
2792,3.0,47.0,1,44.5,214.0,5978.0,0.0047,0.018,0.0,1900-11,Windows,Google Chrome,Africa,Google search,Returning_Visitor,1,1
2793,1.0,157.8,0,0.0,30.0,920.0,0.0,0.006,0.0,1900-10,Android,Google Chrome,South America,Google search,New_Visitor,1,0
2794,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-11,Windows,Google Chrome,Asia,Twitter,New_Visitor,0,0
2795,0.0,0.0,0,0.0,3.0,0.0,0.2,0.2,0.0,1900-11,Android,Android,Western Europe,Youtube channel,Returning_Visitor,0,0
2796,4.0,34.8,0,0.0,91.0,3371.0,0.001,0.016,0.0,1900-08,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,0,0
2797,0.0,63.0,0,0.0,17.0,264.0,0.0,0.015,0.0,1900-11,MACOS,Google Chrome,North America,Google search,New_Visitor,1,0
2798,0.0,0.0,0,0.0,10.0,333.0,0.0257,0.057,0.0,1900-10,Windows,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,1,0
2799,6.0,537.75,1,167.0,6.0,1413.0,0.0,0.053,0.0,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
2800,0.0,0.0,0,0.0,60.0,3154.0,0.0,0.008,0.0,1900-05,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,0,0
2801,3.0,98.33333333,0,0.0,6.0,248.0,0.0,0.009,0.0,1900-11,MACOS,Google Chrome,North America,Google search,New_Visitor,0,0
2802,2.0,248.1,0,0.0,3.0,136.0,0.0312,0.04,0.0,1900-10,Android,Google Chrome,Southern Africa,Twitter,Returning_Visitor,1,0
2803,0.0,0.0,0,0.0,7.0,385.0,0.0181,0.042,0.0,1900-05,MACOS,Safari,North America,Bing search,Returning_Visitor,0,0
2804,1.0,4.0,0,0.0,25.0,941.0,0.0189,0.044,0.0,1900-11,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2805,0.0,0.0,0,0.0,2.0,0.0,0.2,0.2,0.0,1900-12,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
2806,7.0,151.1666667,1,693.0,37.0,584.0,0.0,0.011,0.0,1900-05,Windows,Google Chrome,Africa,Google search,New_Visitor,0,0
2807,0.0,0.0,0,0.0,14.0,445.0,0.0212,0.053,0.0,1900-12,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2808,3.0,19.0,1,67.5,12.0,1211.0,0.0133,0.028,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
2809,0.0,0.0,0,0.0,9.0,484.0,0.0,0.033,0.0,1900-07,Windows,Microsoft Edge,Africa,Google search,Returning_Visitor,0,0
2810,2.0,77.0,2,377.0,32.0,2937.0,0.0059,0.011,58.4,1900-03,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,0,1
2811,0.0,0.0,0,0.0,7.0,68.0,0.0189,0.024,0.0,1900-12,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2812,0.0,0.0,0,0.0,25.0,584.0,0.0196,0.035,0.0,1900-10,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
2813,1.0,6.6,0,0.0,13.0,347.0,0.0,0.024,0.0,1900-09,MACOS,Safari,North America,Bing search,Returning_Visitor,0,0
2814,6.0,121.1,0,0.0,122.0,7644.0,0.0036,0.013,2.9,1900-11,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
2815,0.0,0.0,0,0.0,1.0,0.0,0.2,0.2,0.0,1900-12,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2816,0.0,0.0,0,0.0,27.0,4241.0,0.0054,0.042,0.0,1900-05,MACOS,Safari,North America,Bing search,Returning_Visitor,1,0
2817,0.0,0.0,0,0.0,12.0,218.0,0.0067,0.033,0.0,1900-12,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2818,1.0,16.5,0,0.0,15.0,561.0,0.0,0.01,0.0,1900-05,Windows,Google Chrome,North America,Tik Tok ads,Returning_Visitor,0,0
2819,2.0,46.4,0,0.0,1.0,5.0,0.0,0.033,0.0,1900-07,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,1
