,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
2975,0,0.0,0,0.0,35,2248.0,0.0,0.011,0.0,11,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
2976,0,6.0,0,0.0,64,1122.0,0.0095,0.037,0.0,7,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2977,0,0.0,0,0.0,0,27.0,0.0,0.04,0.0,5,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2978,0,0.0,0,0.0,13,496.0,0.0,0.007,0.0,5,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2979,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,0,0
2980,6,103.3,8,629.5,46,2067.0,0.0038,0.016,4.6,12,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,1
2981,6,74.56666667,1,775.8758103,5,309.0,0.0,0.005,0.0,3,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2982,1,0.0,0,0.0,12,1860.0,0.0033,0.01,0.0,12,MACOS,Safari,North America,Google search,New_Visitor,0,0
2983,3,119.0,2,19.5,87,1897.0,0.0125,0.025,0.0,5,MACOS,Safari,North America,Instagram ads,Returning_Visitor,1,0
2984,1,6.0,1,12.0,16,690.0,0.0,0.01,26.3,12,Android,Google Chrome,North America,Twitter,Returning_Visitor,1,1
2985,0,0.0,0,0.0,7,910.0,0.0212,0.04,45.6,5,Android,Google Chrome,North America,Direct Traffic,Returning_Visitor,0,1
2986,2,91.0,1,41.0,29,1191.0,0.0144,0.041,14.6,5,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,0,0
2987,0,0.0,0,0.0,29,601.0,0.0,0.01,0.0,11,iOS,Safari,North America,Google search,Returning_Visitor,0,0
2988,7,76.5,0,0.0,25,440.0,0.0115,0.016,0.0,12,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
2989,4,23.0,1,113.0,2,128.0,0.0,0.045,0.0,12,Android,Google Chrome,North America,Youtube channel,New_Visitor,0,0
2990,3,159.0,0,0.0,153,3356.0,0.0111,0.028,0.0,11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2991,0,0.0,0,0.0,23,667.0,0.0,0.036,0.0,12,iOS,Safari,North America,Google search,Returning_Visitor,0,0
2992,12,275.7472857,1,0.0,42,1231.0,0.014,0.022,169.6,12,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2993,3,17.66666667,0,0.0,14,400.0,0.0,0.019,0.0,11,MACOS,Safari,Africa,Youtube channel,New_Visitor,0,0
2994,5,89.0,4,184.3333333,30,2514.0,0.0055,0.019,0.0,5,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2995,14,225.125,0,0.0,18,279.0,0.0032,0.024,0.0,9,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,1
2996,0,52.4,0,0.0,1,289.0,0.0,0.006,0.0,10,Windows,Microsoft Edge,Asia,Google search,New_Visitor,0,1
2997,0,0.0,0,0.0,20,1134.0,0.0286,0.067,0.0,5,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2998,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,MACOS,Safari,North America,Youtube channel,New_Visitor,0,0
2999,0,0.0,0,0.0,30,513.0,0.0194,0.029,58.4,10,MACOS,Safari,North America,Tik Tok ads,Returning_Visitor,0,0
3000,0,0.0,0,0.0,14,213.0,0.0333,0.036,0.0,8,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,0,0
3001,3,304.5,0,0.0,3,403.0,0.04,0.067,0.0,5,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
3002,2,218.2,0,0.0,14,627.0,0.0333,0.039,0.0,7,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,1
3003,12,55.46666667,0,0.0,139,6667.0,0.0,0.013,4.2,11,Windows,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,1,1
3004,4,216.85,0,0.0,31,780.0,0.0286,0.062,0.0,12,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3005,0,0.0,0,0.0,23,2696.0,0.0077,0.023,0.0,12,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,0,0
3006,1,19.5,2,17.0,29,376.0,0.0077,0.022,0.0,12,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,0
3007,12,288.2279249,0,0.0,71,877.0,0.0011,0.007,17.7,5,Android,Google Chrome,Africa,Youtube ads,Returning_Visitor,0,1
3008,7,83.5,3,374.25,260,12245.0,0.0009,0.02,0.0,10,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
3009,1,7.0,0,0.0,16,491.0,0.0,0.011,0.0,3,Android,Google Chrome,North America,Twitter,Returning_Visitor,0,0
3010,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,0,0
3011,2,45.0,0,0.0,19,173.0,0.0,0.029,0.0,3,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
3012,2,39.2,0,0.0,22,40.0,0.0439,0.048,0.0,7,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
3013,1,7.0,0,0.0,1,479.0,0.0,0.022,0.0,12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3014,5,423.5,0,0.0,38,586.0,0.0043,0.013,13.0,3,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,1,0
3015,0,6.0,0,0.0,28,694.0,0.0097,0.036,0.0,5,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3016,0,0.0,0,0.0,21,1222.0,0.0148,0.014,75.4,12,Windows,Microsoft Edge,Western Europe,Youtube channel,New_Visitor,1,1
3017,0,0.0,0,0.0,18,558.0,0.0185,0.052,0.0,7,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3018,8,211.3,0,0.0,15,378.0,0.0,0.016,39.9,9,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,1
3019,0,0.0,0,0.0,3,2.0,0.0667,0.125,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3020,0,0.0,2,23.75,49,863.0,0.0,0.013,4.8,12,MACOS,Safari,North America,Google search,Returning_Visitor,0,1
3021,0,0.0,0,0.0,68,3349.0,0.0,0.003,0.0,10,Windows,Google Chrome,South America,Tik Tok ads,Returning_Visitor,0,0
3022,3,77.0,2,92.4,39,2116.0,0.0,0.008,0.0,11,MACOS,Google Chrome,Africa,Google search,Returning_Visitor,1,0
3023,2,89.25,0,0.0,26,745.0,0.0054,0.021,22.2,11,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,0,0
3024,2,136.74,0,0.0,72,2045.0,0.0,0.005,64.1,7,Windows,Opera,Western Europe,Google search,New_Visitor,1,1
3025,1,15.0,0,0.0,46,2234.0,0.0092,0.017,34.1,3,MACOS,Samsung Internet,Western Europe,Direct Traffic,Returning_Visitor,0,1
3026,0,0.0,0,0.0,43,1104.0,0.0056,0.009,24.4,8,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,0,0
3027,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,0,0
3028,0,0.0,0,0.0,6,96.0,0.0,0.023,0.0,5,Windows,Google Chrome,Northern Africa,Google search,New_Visitor,0,0
3029,0,0.0,0,0.0,61,2634.0,0.0269,0.037,0.0,11,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,1,1
3030,8,320.97,5,833.5,81,5145.0,0.0042,0.025,3.3,11,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
3031,5,67.33333333,0,0.0,3,53.0,0.0,0.023,0.0,5,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,0,0
3032,0,0.0,1,10.1,29,1760.0,0.0225,0.027,0.0,7,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
3033,0,0.0,0,0.0,2,139.0,0.0,0.0,0.0,3,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3034,0,0.0,0,0.0,6,176.0,0.0,0.06,0.0,11,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,1,0
3035,0,0.0,0,0.0,11,0.0,0.2,0.2,0.0,5,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,0,0
3036,5,87.0,0,0.0,14,2384.0,0.0,0.015,0.0,3,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
3037,0,0.0,2,39.2,156,6775.0,0.0022,0.013,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3038,0,6.0,0,0.0,16,127.0,0.0429,0.076,0.0,5,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,1,0
3039,1,134.1,0,0.0,68,1464.0,0.0087,0.011,5.5,10,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,0,0
3040,3,102.3,0,0.0,14,331.0,0.0,0.007,0.0,9,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
3041,10,197.6998288,4,449.3,1,6495.0,0.0002,0.013,8.5,7,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
3042,13,458.692272,4,304.0,62,1993.0,0.0,0.016,0.0,11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3043,2,27.5,0,0.0,8,154.0,0.0,0.043,25.8,7,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,1
3044,2,142.8733333,0,0.0,17,815.0,0.0067,0.038,0.0,11,Android,Google Chrome,North America,Twitter,Returning_Visitor,0,0
3045,0,0.0,0,0.0,65,2795.0,0.0283,0.066,0.0,6,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,1,0
3046,0,0.0,0,0.0,15,111.0,0.0,0.028,0.0,11,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,0
3047,0,0.0,0,0.0,71,5599.0,0.0529,0.041,50.0,8,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,1
3048,0,0.0,0,0.0,17,1681.0,0.0067,0.011,22.7,5,Windows,Google Chrome,Oceania,Twitter,New_Visitor,0,1
3049,6,297.1,0,0.0,68,2167.0,0.0045,0.011,0.0,11,Windows,Safari,Oceania,Google search,Returning_Visitor,0,0
3050,3,88.5,0,0.0,22,1031.0,0.0057,0.027,39.5,12,Windows,Google Chrome,Asia,Google search,Returning_Visitor,0,1
3051,0,0.0,0,0.0,30,770.0,0.0252,0.042,0.0,5,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
3052,0,0.0,0,0.0,28,812.0,0.0,0.022,0.0,3,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
3053,0,0.0,0,0.0,21,776.0,0.04,0.068,0.0,6,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,1,0
3054,13,1089.245714,0,0.0,57,929.0,0.0035,0.016,2.2,12,MACOS,Safari,Western Europe,Google search,Returning_Visitor,1,1
3055,6,174.2,0,0.0,21,556.0,0.0116,0.036,0.0,7,Android,Google Chrome,South America,Instagram Page,Returning_Visitor,1,0
3056,0,0.0,0,0.0,15,525.0,0.0,0.01,0.0,12,Windows,Opera,Africa,Google search,Returning_Visitor,0,0
3057,1,28.0,0,0.0,16,667.0,0.0,0.022,0.0,5,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,0,0
3058,3,0.0,0,0.0,8,22.0,0.05,0.057,0.0,10,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,0,0
3059,0,0.0,0,0.0,3,11.0,0.0,0.05,0.0,3,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3060,0,0.0,0,0.0,28,1116.0,0.0216,0.053,0.0,12,Windows,Microsoft Edge,Asia,Tik Tok ads,Returning_Visitor,0,0
3061,5,6.0,0,0.0,39,1173.0,0.0039,0.019,5.1,11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
3062,3,42.0,0,0.0,57,2730.0,0.0,0.021,12.7,5,Windows,Microsoft Edge,Eastern Europe,Bing search,Returning_Visitor,0,0
3063,6,172.85,0,0.0,40,469.0,0.0061,0.027,0.0,11,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
3064,4,202.6666667,1,15.7,24,1370.0,0.0044,0.012,0.0,7,Windows,Google Chrome,North America,Instagram Page,Returning_Visitor,0,0
3065,2,76.0,0,0.0,14,596.0,0.0,0.01,0.0,11,Windows,Google Chrome,Western Europe,Youtube channel,New_Visitor,0,0
3066,0,0.0,0,0.0,5,134.0,0.0,0.05,0.0,3,Windows,Microsoft Edge,Asia,Facebook ads,Returning_Visitor,1,0
3067,0,0.0,0,0.0,14,601.0,0.0,0.009,0.0,5,Android,Google Chrome,North America,Twitter,Returning_Visitor,0,0
3068,2,14.0,0,0.0,7,101.0,0.0333,0.084,0.0,3,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
3069,0,0.0,0,0.0,23,1933.0,0.0,0.01,0.0,3,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,0,0
3070,0,0.0,0,0.0,8,159.0,0.0,0.03,15.3,8,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
3071,0,0.0,0,0.0,26,417.0,0.0032,0.017,0.0,11,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,0,0
3072,0,0.0,0,0.0,23,608.0,0.0,0.001,0.0,11,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,0,0
3073,1,6.0,0,0.0,6,109.0,0.0,0.022,0.0,11,Windows,Google Chrome,Africa,Twitter,New_Visitor,0,0
3074,4,75.5,0,0.0,5,75.0,0.0,0.04,0.0,3,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
3075,4,106.0,2,204.0,32,1569.0,0.0191,0.036,10.9,12,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
3076,0,0.0,0,0.0,10,544.0,0.0,0.012,0.0,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3077,0,0.0,0,0.0,10,106.0,0.0,0.018,0.0,12,MACOS,Safari,Asia,Youtube channel,New_Visitor,0,0
3078,2,278.2166667,3,202.2,1,428.0,0.0065,0.032,0.0,11,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,0,0
3079,0,0.0,0,0.0,6,442.0,0.0,0.05,0.0,5,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,0,0
3080,0,0.0,2,29.0,39,807.0,0.0109,0.032,0.0,3,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
3081,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,3,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3082,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
3083,0,0.0,0,0.0,3,46.0,0.0,0.067,0.0,3,Windows,Internet Explorer,Eastern Europe,Facebook ads,Returning_Visitor,1,0
3084,6,153.4,0,0.0,2,68.0,0.0,0.01,0.0,10,Windows,Google Chrome,North America,Instagram Page,New_Visitor,0,0
3085,0,0.0,0,0.0,8,244.0,0.04,0.073,0.0,5,Android,Google Chrome,South America,Bing search,Returning_Visitor,1,0
3086,0,0.0,0,0.0,13,230.0,0.016,0.05,0.0,12,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3087,9,136.1225035,1,211.5,40,2240.0,0.0044,0.028,40.6,5,Android,Google Chrome,North America,Bing search,Returning_Visitor,1,0
3088,6,25.25,2,45.2,17,449.0,0.0145,0.035,0.0,12,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
3089,0,0.0,1,97.0,38,246.0,0.01,0.043,0.0,11,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,0,0
3090,0,0.0,0,0.0,5,61.0,0.0,0.029,0.0,5,Android,Android,Western Europe,Bing search,Returning_Visitor,0,0
3091,5,207.875,0,0.0,15,442.0,0.0112,0.014,0.0,11,Android,Google Chrome,South America,Direct Traffic,Returning_Visitor,0,0
3092,0,0.0,0,0.0,50,1350.0,0.0158,0.027,0.0,5,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,0,0
3093,0,0.0,0,0.0,15,423.0,0.0,0.017,65.9,8,Windows,Google Chrome,Southern Africa,Instagram Page,New_Visitor,0,1
3094,0,0.0,0,0.0,29,268.0,0.0111,0.035,0.0,11,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
3095,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,6,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,1,0
3096,2,13.0,0,0.0,11,401.0,0.0,0.007,0.0,3,Windows,Mozilla Firefox,North America,Facebook ads,New_Visitor,0,0
3097,0,0.0,0,0.0,11,776.0,0.0,0.038,0.0,5,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
3098,0,66.77471738,0,0.0,25,649.0,0.0,0.01,0.0,3,Windows,Google Chrome,Asia,Google search,Returning_Visitor,1,0
3099,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,Android,Google Chrome,North America,Google search,Returning_Visitor,1,0
3100,0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,2,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3101,1,88.64666667,0,0.0,32,567.0,0.018,0.045,0.0,5,MACOS,Safari,South America,Twitter,Returning_Visitor,1,0
3102,0,0.0,0,0.0,1,393.0,0.0187,0.033,0.0,11,iOS,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3103,3,197.0,0,0.0,1,1500.0,0.0253,0.041,11.7,12,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
3104,3,50.5,0,0.0,5,76.0,0.0,0.029,0.0,11,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,1,0
3105,9,168.013007,1,40.0,56,1205.0,0.007,0.019,0.0,3,Android,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
3106,14,1545.566666,5,1873.1,141,7639.0,0.0066,0.042,1.1,6,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,0,0
3107,7,209.5,0,0.0,5,145.0,0.0,0.062,0.0,11,MACOS,Safari,Africa,Instagram Page,New_Visitor,0,1
3108,5,96.6,3,307.0,32,1180.0,0.0177,0.029,0.0,7,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
3109,11,184.3764265,0,0.0,41,2071.0,0.0,0.004,0.0,12,Android,Google Chrome,Western Europe,Youtube channel,Returning_Visitor,0,0
3110,1,9.0,0,0.0,44,2279.0,0.0,0.004,0.0,12,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
3111,12,191.8136667,6,37.2,75,6017.0,0.0,0.018,2.7,8,Windows,Google Chrome,Northern Africa,Instagram Page,Returning_Visitor,0,1
3112,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,12,MACOS,Safari,North America,Facebook ads,Returning_Visitor,0,0
3113,2,22.0,0,0.0,5,135.0,0.0,0.027,0.0,5,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
3114,0,0.0,0,0.0,5,65.0,0.0,0.05,0.0,5,MACOS,Safari,Asia,Google search,Returning_Visitor,0,0
3115,0,0.0,0,0.0,8,329.0,0.0,0.037,38.0,12,Windows,Opera,North America,Google search,New_Visitor,0,1
3116,0,0.0,0,0.0,39,1449.0,0.0025,0.019,0.0,11,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
3117,2,58.5,0,0.0,126,2405.0,0.0001,0.009,0.0,11,Windows,Mozilla Firefox,Asia,Google search,Returning_Visitor,0,0
3118,2,145.0,0,0.0,47,986.0,0.0,0.009,28.4,5,iOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,1
3119,0,6.0,0,0.0,5,191.0,0.04,0.05,0.0,5,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,0,0
3120,0,0.0,0,0.0,14,1066.0,0.0233,0.067,0.0,5,MACOS,Samsung Internet,North America,Direct Traffic,Returning_Visitor,1,0
3121,7,112.9,0,0.0,10,149.0,0.0,0.023,61.8,10,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,0,1
3122,0,0.0,0,0.0,10,478.0,0.0,0.01,35.5,9,MACOS,Safari,North America,Instagram Page,New_Visitor,0,1
3123,0,0.0,0,0.0,17,615.0,0.0,0.04,0.0,5,MACOS,Google Chrome,North America,Google search,Returning_Visitor,0,0
3124,3,6.0,0,0.0,99,1068.0,0.0118,0.024,0.0,11,MACOS,Google Chrome,North America,Google search,Returning_Visitor,0,0
3125,0,0.0,0,0.0,21,284.0,0.0,0.016,0.0,5,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
3126,0,0.0,0,0.0,5,179.0,0.04,0.05,0.0,5,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,1,0
3127,3,136.5,0,0.0,8,292.0,0.0286,0.059,0.0,5,Windows,Microsoft Edge,Africa,Youtube ads,Returning_Visitor,0,0
3128,9,174.0,0,0.0,26,725.0,0.0,0.011,0.0,5,Windows,Google Chrome,Asia,Instagram Page,New_Visitor,0,0
3129,12,269.75,2,46.0,53,1454.0,0.0045,0.022,6.7,5,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,0,0
3130,6,313.8333333,1,0.0,367,7943.0,0.0022,0.012,3.3,11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
3131,2,5.0,0,0.0,48,3390.0,0.0,0.009,5.2,12,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,0
3132,1,6.0,0,0.0,23,2012.0,0.0083,0.032,0.0,11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
3133,0,0.0,1,45.2,6,1300.0,0.0,0.037,0.0,11,MACOS,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
3134,3,352.1,0,0.0,19,793.0,0.0,0.001,0.0,10,Windows,Microsoft Edge,Western Europe,Bing search,Returning_Visitor,0,0
3135,8,230.0,1,0.0,133,8290.0,0.0018,0.011,24.8,5,Windows,Google Chrome,South America,Bing search,Returning_Visitor,1,0
3136,7,62.25,0,0.0,17,172.0,0.0143,0.032,0.0,10,Android,Google Chrome,Oceania,Google search,Returning_Visitor,0,0
3137,0,0.0,1,42.0,53,318.0,0.0,0.013,0.0,11,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,1
3138,0,0.0,0,0.0,11,777.0,0.0282,0.083,0.0,5,Windows,Mozilla Firefox,Asia,Bing search,Returning_Visitor,0,0
3139,0,655.0,0,0.0,141,7572.0,0.0,0.01,0.0,11,iOS,Google Chrome,Oceania,Google search,Returning_Visitor,1,0
3140,1,141.1,0,0.0,28,3067.0,0.0225,0.055,0.0,3,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
3141,0,0.0,0,0.0,1,298.0,0.0,0.007,0.0,12,Android,Google Chrome,Western Europe,Google search,New_Visitor,0,0
3142,0,0.0,0,0.0,11,174.0,0.02,0.06,0.0,11,Windows,Google Chrome,North America,Twitter,Returning_Visitor,1,1
3143,0,0.0,0,0.0,17,793.0,0.0,0.003,0.0,5,MACOS,Safari,Asia,Google search,Returning_Visitor,1,0
3144,2,45.4,0,0.0,43,1766.0,0.024,0.064,0.9,10,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,0,0
3145,5,159.0,0,0.0,19,746.0,0.0,0.009,45.9,5,Windows,Google Chrome,Eastern Europe,Bing search,New_Visitor,0,1
3146,0,0.0,0,0.0,32,306.0,0.0261,0.048,5.4,3,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,0,0
3147,2,228.5,0,0.0,5,706.0,0.0,0.022,41.8,12,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,0,1
3148,0,0.0,0,0.0,6,82.0,0.0667,0.1,0.0,12,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
3149,1,38.2,2,54.4,21,1564.0,0.0094,0.033,2.4,9,Windows,Google Chrome,North America,Bing search,Returning_Visitor,1,1
3150,2,6.0,0,0.0,33,2727.0,0.005,0.055,0.0,11,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
3151,3,169.1166667,0,0.0,17,266.0,0.0,0.01,0.0,12,Windows,Opera,Eastern Europe,Google search,New_Visitor,0,0
3152,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,3,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3153,7,145.1616667,0,0.0,4,62.0,0.0,0.011,0.0,11,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
3154,6,516.0,0,0.0,74,1871.0,0.02,0.036,0.0,7,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
3155,0,0.0,0,0.0,67,1889.0,0.0071,0.028,0.0,11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
3156,11,399.6166667,1,71.5,46,2173.0,0.0041,0.014,0.0,11,Android,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,1,0
3157,8,515.0,0,0.0,52,1274.0,0.0,0.004,34.9,3,Windows,Google Chrome,Asia,Youtube channel,Returning_Visitor,1,0
3158,0,0.0,0,0.0,1,240.0,0.0,0.033,0.0,3,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,0,0
3159,0,0.0,0,0.0,37,586.0,0.004,0.003,0.0,11,Windows,Safari,North America,Twitter,Returning_Visitor,0,0
3160,0,0.0,0,0.0,1,143.0,0.0868,0.127,0.0,5,MACOS,Safari,North America,Facebook ads,Returning_Visitor,1,0
3161,0,0.0,0,0.0,10,164.0,0.0,0.037,0.0,3,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,0,0
3162,5,116.0,0,0.0,10,173.0,0.0,0.02,0.0,3,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3163,0,0.0,0,0.0,4,76.0,0.1222,0.156,0.0,11,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
3164,1,31.8,0,0.0,1,25.0,0.0227,0.058,0.0,6,Windows,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,0,0
3165,0,0.0,0,0.0,45,702.0,0.017,0.028,0.0,11,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
3166,2,399.6,0,0.0,33,1536.0,0.0,0.003,0.0,8,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3167,0,0.0,0,0.0,3,52.0,0.0667,0.1,0.0,5,Android,Google Chrome,Asia,Google search,Returning_Visitor,0,0
3168,2,328.35,1,5.0,16,1232.0,0.0063,0.033,45.7,10,MACOS,Safari,North America,Bing search,Returning_Visitor,0,0
3169,0,0.0,1,0.0,14,270.0,0.0667,0.081,0.0,5,MACOS,Samsung Internet,Western Europe,Twitter,Returning_Visitor,0,0
3170,0,0.0,0,0.0,5,197.0,0.0,0.05,34.2,11,iOS,Safari,North America,Google search,New_Visitor,1,1
3171,0,0.0,0,0.0,8,425.0,0.0,0.03,70.3,12,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,1
3172,1,54.5,0,0.0,33,1972.0,0.0052,0.013,0.0,11,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
3173,2,6.0,1,0.0,30,614.0,0.0286,0.047,0.0,11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
3174,0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,8,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,0,0
