,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
2103,0.0,3.8607297110405954,1,5.225746673713202,57.0,10.81311446362087,-5.259096653394756,0.0,1900-11,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,1,0
2104,7.0,4.838132045975578,2,3.9219733362813143,20.0,11.385986260389226,0.0,2.460564168664952,1900-05,Android,Google Chrome,Oceania,Google search,Returning_Visitor,0,1
2105,0.0,0.0,0,0.0,17.0,9.729019876793421,-4.12893600699172,1.80399797790503,1900-09,iOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
2106,2.0,4.107589788972121,0,0.0,1.0,9.800609754192767,-3.6888794541139363,3.2851402811169965,1900-12,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,1
2107,0.0,0.0,0,0.0,19.0,11.25376070899358,0.0,0.0,1900-02,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
2108,1.0,4.465908118654584,0,0.0,93.0,15.682146418295906,-6.119297918617867,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2109,4.0,3.2188758248682006,0,0.0,133.0,15.25718593174058,0.0,0.0,1900-03,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
2110,3.0,4.084294226368599,1,2.8449093838194073,92.0,15.941434705254443,0.0,2.4124246380643504,1900-07,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,0,1
2111,3.0,3.9512437185814275,0,0.0,44.0,11.839626992107808,-5.099466507802871,4.339083232667386,1900-05,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2112,1.0,3.966511190712216,0,0.0,137.0,13.64988876600938,-5.843044541989709,2.372279774856759,1900-11,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,1,0
2113,1.0,0.0,0,0.0,83.0,12.175148747523055,0.0,0.0,1900-12,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,1,0
2114,0.0,1.791759469228055,0,0.0,10.0,9.127691647982068,0.0,0.0,1900-11,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,0,0
2115,13.0,7.137760172558654,5,7.16975409206502,88.0,15.530941936734553,-6.214608098422191,2.275990450338858,1900-11,Windows,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,0,1
2116,1.0,3.619886582537699,0,0.0,132.0,15.690502987463928,-3.907035463917107,0.0,1900-06,Windows,Google Chrome,Oceania,Instagram ads,Returning_Visitor,1,0
2117,0.0,0.0,1,3.3843902633457743,18.0,7.7150314987191075,-4.312500572025272,0.0,1900-11,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,0,0
2118,0.0,0.0,0,0.0,24.0,8.969564868862719,0.0,0.0,1900-12,MACOS,Safari,Africa,Instagram ads,New_Visitor,0,0
2119,14.0,4.126463083966482,3,4.582924577040772,186.0,13.802535479915672,-6.3771270279199666,1.547494484621353,1900-11,MACOS,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2120,0.0,0.0,0,0.0,24.0,14.066921611739152,-5.44914025628262,0.0,1900-05,Windows,Opera,Western Europe,Facebook ads,Returning_Visitor,0,0
2121,5.0,4.2017030805426,0,0.0,207.0,15.781521291292659,-5.521460917862246,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2122,16.0,5.0584408467106545,4,5.404365145986,125.0,16.374585049666585,-5.403677882205863,2.711077152848158,1900-11,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,0,0
2123,8.0,5.541263545158426,0,0.0,28.0,10.316109168584124,-5.259096653394756,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
2124,0.0,0.0,0,0.0,21.0,10.899867194384166,0.0,0.0,1900-05,MACOS,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
2125,0.0,0.0,0,0.0,9.0,11.210956537714393,-3.2188758248682006,0.0,1900-03,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,1,0
2126,0.0,0.0,0,0.0,9.0,9.080862214949475,-2.4985999769200027,0.0,1900-05,Windows,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2127,7.0,4.6743852553206064,1,3.5610460826040513,12.0,8.46964661184461,0.0,0.0,1900-09,MACOS,Safari,North America,Bing search,Returning_Visitor,0,0
2128,1.0,4.77912349311153,0,0.0,10.0,8.751894550954797,-3.912023005428146,0.0,1900-05,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2129,0.0,0.0,0,0.0,5.0,9.666514084840315,0.0,0.0,1900-05,Windows,Google Chrome,North America,Bing search,New_Visitor,0,0
2130,0.0,0.0,0,0.0,43.0,10.09033313379744,0.0,4.04635331769221,1900-12,Windows,Mozilla Firefox,Northern Africa,Instagram ads,Other,0,0
2131,0.0,0.0,0,0.0,57.0,9.666514084840315,-4.721704002244043,0.0,1900-06,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,0,0
2132,4.0,4.6210435351443815,0,0.0,10.0,8.238019084010935,0.0,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,1,0
2133,1.0,3.720378121173307,0,0.0,11.0,8.069497554296206,-4.406319327242926,0.0,1900-10,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,0,0
2134,0.0,0.0,0,0.0,4.0,6.135929245288524,0.0,0.0,1900-03,Windows,Mozilla Firefox,Southern Africa,Instagram ads,Returning_Visitor,0,0
2135,0.0,0.0,0,0.0,1.0,6.883395071727544,-1.8971199848858813,0.0,1900-12,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,1,0
2136,0.0,1.791759469228055,0,0.0,5.0,7.5373560235123716,0.0,0.0,1900-05,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2137,0.0,0.0,0,0.0,11.0,8.500059018629747,0.0,0.0,1900-11,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2138,0.0,0.0,0,0.0,155.0,13.334153159133633,-5.8781358618009785,0.0,1900-11,Windows,Google Chrome,Africa,Facebook ads,Returning_Visitor,0,0
2139,2.0,3.7495040759303713,0,0.0,11.0,9.666514084840315,0.0,0.0,1900-11,Windows,Google Chrome,North America,Google search,New_Visitor,0,0
2140,2.0,3.1441522786722644,0,0.0,1.0,9.666514084840315,0.0,0.0,1900-03,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,0,0
2141,0.0,1.791759469228055,2,1.6094379124341003,14.0,10.164766618607405,-3.165335057940171,0.0,1900-11,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2142,0.0,0.0,0,0.0,3.0,4.061571680121021,0.0,0.0,1900-03,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
2143,6.0,3.9982007016691985,0,0.0,29.0,12.869288561461401,-4.268697949366879,0.0,1900-11,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,0,0
2144,2.0,3.502549875922443,0,0.0,30.0,10.822630924165017,0.0,3.6359530356172933,1900-05,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,1
2145,2.0,5.771441123130016,2,3.9318256327243257,6.0,11.343272865380895,-3.2188758248682006,0.0,1900-05,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,1,0
2146,0.0,0.0,2,2.833213344056216,18.0,12.680729138006535,0.0,0.0,1900-05,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
2147,3.0,5.088830141681313,0,0.0,27.0,10.801170650407986,-4.667045589706179,0.0,1900-08,Windows,QQ,Western Europe,Bing search,Returning_Visitor,0,0
2148,0.0,0.0,1,3.295836866004329,134.0,12.663635988377235,-5.572754212249797,0.0,1900-11,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
2149,6.0,5.267858159063328,2,4.151039905898646,30.0,11.112628517671048,-4.319991243754429,2.803705613510244,1900-03,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,0,1
2150,2.0,3.5115454388310208,3,5.564520407322694,132.0,14.979786888264911,-5.472670753692815,1.591272425682211,1900-11,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,1,1
2151,5.0,5.71921828289545,0,0.0,44.0,10.95014061695625,0.0,4.288192520222788,1900-07,Windows,Opera,Asia,Google search,Returning_Visitor,1,1
2152,0.0,0.0,0,0.0,3.0,4.456608149413969,-2.3025850929940455,0.0,1900-12,MACOS,Safari,Asia,Affiliate marketing,Returning_Visitor,0,0
2153,0.0,0.0,0,0.0,13.0,8.002934599074113,0.0,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
2154,4.0,4.343805421853684,0,0.0,111.0,14.76802073237456,-5.1672891041416324,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,1
2155,2.0,1.791759469228055,0,0.0,4.0,5.262484557965082,0.0,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,0,0
2156,0.0,0.0,0,0.0,43.0,10.678668415150907,-2.95075890791126,0.0,1900-12,MACOS,Safari,North America,Facebook ads,Returning_Visitor,1,0
2157,2.0,4.3694478524670215,0,0.0,3.0,3.6201475539544776,0.0,0.0,1900-11,Windows,Mozilla Firefox,Oceania,Google search,New_Visitor,0,0
2158,2.0,3.8066624897703196,0,0.0,61.0,14.666826236881871,0.0,0.0,1900-11,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
2159,0.0,0.0,0,0.0,8.0,7.636842909706227,-3.81217767045843,0.0,1900-11,MACOS,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2160,0.0,0.0,0,0.0,13.0,7.949772567452093,-3.55434856115633,0.0,1900-05,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2161,0.0,0.0,0,0.0,213.0,13.36812283619789,-5.809142990314028,3.8932230541983186,1900-11,Windows,Google Chrome,Eastern Europe,Youtube channel,Returning_Visitor,0,1
2162,0.0,0.0,0,0.0,4.0,5.020480033345715,-2.0794415416798357,0.0,1900-03,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
2163,8.0,5.030437921392435,1,4.356708826689592,10.0,7.364131577944429,0.0,0.0,1900-05,MACOS,Samsung Internet,Western Europe,DuckDuckGo search,Returning_Visitor,1,0
2164,7.0,3.4914442594084107,3,4.4942386252808095,176.0,13.35942436690169,0.0,2.783030470544582,1900-12,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,0,1
2165,4.0,3.901972669574645,1,4.9849755473156785,38.0,12.506386161184627,0.0,2.6960866865159185,1900-11,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
2166,5.0,6.784473707521741,0,0.0,132.0,12.730218472197993,0.0,4.052828915653435,1900-11,Windows,Google Chrome,Eastern Europe,Direct Traffic,Returning_Visitor,0,1
2167,5.0,4.8565772023159255,2,1.9459101490553132,1.0,4.88644330997985,0.0,0.0,1900-12,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,1,0
2168,0.0,0.0,0,0.0,5.0,5.985872752233352,0.0,0.0,1900-03,MACOS,Safari,North America,Instagram ads,Returning_Visitor,1,0
2169,8.0,6.392363691551178,0,0.0,1.0,10.068208160954251,-5.599422459331958,1.4781921647420826,1900-12,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2170,0.0,0.0,0,0.0,4.0,4.664826316199394,0.0,0.0,1900-11,iOS,Safari,Africa,Instagram ads,Returning_Visitor,0,0
2171,0.0,0.0,0,0.0,48.0,13.809220532068993,-4.56594947283481,0.0,1900-05,MACOS,Google Chrome,North America,Youtube ads,Returning_Visitor,0,0
2172,1.0,3.186352633162641,0,0.0,9.0,11.416636229759149,-2.707550326060559,0.0,1900-06,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,0,0
2173,0.0,0.0,0,0.0,5.0,6.117779493083676,0.0,0.0,1900-03,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,0,0
2174,0.0,0.0,0,0.0,9.0,8.565600822695087,0.0,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2175,8.0,5.494462382143501,0,0.0,49.0,12.824434062423029,-6.812445099177812,2.362002076609937,1900-10,Windows,Google Chrome,North America,Yandex search,New_Visitor,1,0
2176,0.0,0.0,0,0.0,32.0,10.204198699812471,-4.815891217303744,2.0523876242390977,1900-10,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,0,1
2177,0.0,0.0,0,0.0,25.0,8.657770232314581,0.0,0.0,1900-05,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
2178,0.0,6.678027599790912,0,0.0,24.0,9.651576280019471,0.0,0.0,1900-07,Windows,Mozilla Firefox,Eastern Europe,Instagram Page,Returning_Visitor,0,0
2179,0.0,0.0,1,0.0,1.0,4.703704991896571,0.0,0.0,1900-12,Windows,Microsoft Edge,Asia,Affiliate marketing,Returning_Visitor,1,0
2180,0.0,0.0,0,0.0,17.0,8.197041169434252,0.0,0.0,1900-03,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2181,0.0,0.0,0,0.0,5.0,7.063658591043233,-2.995732273553991,0.0,1900-11,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
2182,0.0,0.0,3,4.377014092850337,6.0,6.727162413020636,-4.173387769562553,0.0,1900-11,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,0,0
2183,6.0,7.257143740869896,0,0.0,59.0,13.014051278202857,-4.933674252960127,0.0,1900-08,Android,Google Chrome,North America,Bing search,Returning_Visitor,0,0
2184,0.0,1.0986122886681098,0,0.0,12.0,8.203921993337591,-3.4966075664668135,0.0,1900-05,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,0,0
2185,0.0,0.0,0,0.0,31.0,10.453608207049887,-4.7914997641795845,0.0,1900-05,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,0,0
2186,2.0,3.258096538021482,0,0.0,3.0,1.5111188987527837,-2.995732273553991,0.0,1900-12,MACOS,Safari,North America,Youtube channel,Returning_Visitor,0,0
2187,15.0,6.840974245291786,0,0.0,30.0,9.666514084840315,0.0,0.0,1900-08,MACOS,Safari,Western Europe,Google search,New_Visitor,0,0
2188,14.0,6.279459070741808,7,5.834810737062605,1.0,11.685023453065885,-4.919880930827792,1.143157431480373,1900-03,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,0,1
2189,1.0,1.3862943611198906,0,0.0,10.0,6.171741587429275,-3.8076629901039034,0.0,1900-03,MACOS,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2190,2.0,5.2861604361087,1,3.295836866004329,269.0,16.346825383455197,-7.824046010856292,0.0,1900-11,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,0
2191,0.0,0.0,0,0.0,71.0,10.841562050475504,-5.005647752585217,0.0,1900-05,MACOS,Google Chrome,Eastern Europe,Direct Traffic,Returning_Visitor,0,0
2192,2.0,5.665561261836003,0,0.0,9.0,10.333343386165776,0.0,0.0,1900-12,Windows,Microsoft Edge,Western Europe,Instagram Page,New_Visitor,0,0
2193,12.0,5.1409810622529255,2,4.01096295328305,110.0,15.159522118718241,-5.035953102080546,0.5909489478296371,1900-09,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,1,0
2194,1.0,5.0132984115157395,3,6.203749355087316,39.0,9.587070068542161,-4.213128098212068,0.0,1900-08,Android,Google Chrome,North America,Twitter,Returning_Visitor,0,0
2195,10.0,6.144657625724376,4,4.791649752930709,123.0,14.1629466441595,-6.907755278982137,1.1096938897543047,1900-05,Windows,Google Chrome,South America,Google search,Returning_Visitor,0,1
2196,1.0,0.0,0,0.0,17.0,8.858034364505908,0.0,0.0,1900-03,Windows,Mozilla Firefox,North America,Affiliate marketing,Returning_Visitor,0,0
2197,1.0,1.6094379124341003,0,0.0,28.0,10.201186897487261,-4.7914997641795845,0.0,1900-05,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,0,0
2198,3.0,3.834061463958434,0,0.0,23.0,9.349158988338687,0.0,0.0,1900-12,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,0,0
2199,0.0,0.0,0,0.0,8.0,6.767329375645081,-3.402197881995739,0.0,1900-12,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
2200,0.0,0.0,0,0.0,13.0,9.743502541303359,-4.319991243754429,0.0,1900-02,Android,Google Chrome,North America,Bing search,Returning_Visitor,1,0
2201,0.0,0.0,2,2.4849066497880004,86.0,12.655051619894676,-4.56594947283481,0.0,1900-05,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2202,0.0,0.0,0,0.0,11.0,8.713591582093281,0.0,0.0,1900-03,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2203,1.0,4.406719247264253,0,0.0,38.0,10.431651368284047,0.0,4.358797516367012,1900-05,iOS,Google Chrome,South America,Bing search,Returning_Visitor,0,1
2204,2.0,5.033700567027251,1,3.817712325956905,34.0,13.436820587204892,-5.099466507802871,2.460564168664952,1900-12,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,0,0
2205,1.0,2.0794415416798357,0,0.0,21.0,13.133329560694602,-3.5684333010380693,0.0,1900-11,MACOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2206,5.0,5.661222860237405,1,2.833213344056216,46.0,12.36191010738203,-6.214608098422191,2.6885118593844464,1900-03,MACOS,Safari,North America,Google search,Returning_Visitor,0,0
2207,3.0,3.7954891891721947,4,5.482720089545816,53.0,11.206844450992067,-4.213128098212068,4.4065903885228055,1900-11,Windows,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,0,1
2208,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-07,Windows,Google Chrome,Asia,Twitter,Returning_Visitor,0,0
2209,2.0,3.5322256440685598,0,0.0,6.0,6.406023735534717,-3.1488834530481657,0.0,1900-06,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,1,1
2210,8.0,5.6400850812714785,1,3.2386784521643803,127.0,16.334202281814843,0.0,4.017840673323807,1900-11,Android,Google Chrome,North America,Google search,New_Visitor,0,0
2211,0.0,1.791759469228055,0,0.0,13.0,8.553820237250902,-2.3025850929940455,0.0,1900-11,Android,Microsoft Edge,Northern Africa,Youtube ads,New_Visitor,0,0
2212,0.0,0.0,0,0.0,50.0,12.914592875996657,-3.6458199646534895,0.0,1900-12,Android,Google Chrome,Asia,Youtube ads,Returning_Visitor,0,0
2213,8.0,3.843030134012623,0,0.0,19.0,10.578997119400029,0.0,0.0,1900-12,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,0,0
2214,3.0,5.196284640982885,0,0.0,54.0,12.06717907927438,0.0,2.85696391863272,1900-06,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,0,1
2215,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-05,MACOS,Safari,North America,Instagram ads,Returning_Visitor,1,0
2216,0.0,0.0,0,0.0,5.0,5.64634816359411,0.0,0.0,1900-11,Android,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,0,0
2217,0.0,0.0,0,0.0,16.0,8.401303268890535,0.0,4.67016852152746,1900-08,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,1,1
2218,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-03,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2219,0.0,0.0,0,0.0,12.0,7.697893339850407,-2.779009290042704,0.0,1900-11,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
2220,9.0,5.294309345150498,1,2.70805020110221,57.0,15.432184258026517,-4.268697949366879,0.0,1900-05,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,0,0
2221,7.0,1.791759469228055,0,0.0,87.0,12.544911808515476,-5.149897361429764,0.0,1900-11,Windows,Opera,South America,Facebook ads,Returning_Visitor,0,0
2222,2.0,4.219507705176107,0,0.0,20.0,9.516889439850662,-4.247495741716276,0.0,1900-03,MACOS,Safari,Western Europe,Affiliate marketing,New_Visitor,0,0
2223,0.0,0.0,0,0.0,19.0,11.984571937817403,0.0,3.732489040090199,1900-10,Windows,Google Chrome,Western Europe,Google search,New_Visitor,0,1
2224,0.0,0.0,0,0.0,9.0,9.666514084840315,0.0,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2225,0.0,0.0,0,0.0,37.0,10.472669559359312,-4.866534950122499,0.0,1900-11,Windows,Google Chrome,Africa,Google search,Returning_Visitor,0,0
2226,0.0,0.0,0,0.0,17.0,8.481859337797788,0.0,0.0,1900-12,MACOS,Safari,Western Europe,Twitter,Returning_Visitor,0,0
2227,0.0,0.0,0,0.0,31.0,11.92336727353975,-4.7914997641795845,0.0,1900-10,Android,Google Chrome,North America,Google search,New_Visitor,1,0
2228,0.0,0.0,0,0.0,1.0,12.998798234429742,-5.809142990314028,0.0,1900-05,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,0,0
2229,2.0,3.332204510175204,0,0.0,7.0,6.062317078768892,-3.2188758248682006,0.0,1900-05,MACOS,Google Chrome,North America,Google search,Returning_Visitor,0,0
2230,1.0,3.6109179126442243,2,2.302585092994046,31.0,10.228166756464825,0.0,0.0,1900-11,Windows,Google Chrome,Eastern Europe,Youtube channel,New_Visitor,0,0
2231,2.0,4.983606621708336,0,0.0,3.0,4.88644330997985,-2.995732273553991,0.0,1900-12,MACOS,Yandex,Eastern Europe,Facebook ads,Returning_Visitor,0,0
2232,8.0,4.762173934797756,0,0.0,12.0,10.829745931052868,0.0,3.8932230541983186,1900-12,MACOS,Safari,Western Europe,Google search,New_Visitor,0,1
2233,3.0,3.862517585524307,0,0.0,20.0,8.388657666059721,0.0,0.0,1900-12,Android,Google Chrome,North America,Google search,Returning_Visitor,1,1
2234,0.0,1.791759469228055,0,0.0,12.0,8.481859337797788,0.0,0.0,1900-12,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
2235,6.0,5.2284312390838705,2,3.7612001156935624,16.0,9.033104440321845,-4.173387769562553,0.0,1900-05,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,1,0
2236,0.0,0.0,0,0.0,7.0,12.372764279867553,-3.6888794541139363,0.0,1900-12,Windows,Google Chrome,South America,Affiliate marketing,New_Visitor,1,0
2237,2.0,3.0204248861443626,2,2.9444389791664403,32.0,11.023820269215554,-4.390058806371146,0.0,1900-05,Windows,Mozilla Firefox,South America,Facebook ads,Returning_Visitor,0,0
2238,2.0,3.258096538021482,0,0.0,8.0,8.251517052044912,0.0,0.0,1900-11,Windows,Google Chrome,North America,Direct Traffic,New_Visitor,1,0
2239,0.0,0.0,0,0.0,27.0,10.033047261021164,-3.912023005428146,0.0,1900-05,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,0,0
2240,1.0,4.672828834461906,0,0.0,28.0,9.59091129397356,-4.186459851129906,0.0,1900-05,Android,Google Chrome,North America,Instagram Page,Returning_Visitor,0,0
2241,0.0,0.0,0,0.0,3.0,4.88644330997985,-2.758291417538957,0.0,1900-05,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,0,0
2242,8.0,5.276205525238295,0,0.0,14.0,7.765666112499953,0.0,0.0,1900-12,MACOS,Safari,Asia,Google search,Returning_Visitor,0,0
2243,1.0,3.5115454388310208,2,4.189654742026425,16.0,9.336423887789923,-4.382026634673881,0.0,1900-05,MACOS,Safari,Asia,Bing search,Returning_Visitor,1,0
2244,0.0,0.0,0,0.0,5.0,6.6723703402543615,0.0,0.0,1900-02,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
2245,1.0,6.440946540632921,0,0.0,9.0,9.378619032487762,-3.5684333010380693,0.0,1900-05,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,0,0
2246,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-05,iOS,Safari,North America,Instagram ads,Returning_Visitor,0,0
2247,6.0,5.084505142662711,1,2.4849066497880004,42.0,13.325355674434443,-5.099466507802871,2.0243539995909186,1900-11,MACOS,Safari,Asia,Google search,Returning_Visitor,1,1
2248,8.0,4.816785322962125,0,0.0,9.0,8.183217056576131,-3.863232841258714,0.0,1900-07,Android,Google Chrome,South America,Bing search,Returning_Visitor,1,0
2249,0.0,0.0,0,0.0,23.0,11.412823721090852,-3.519980917652122,0.0,1900-05,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2250,11.0,5.479631471449378,1,3.6888794541139363,67.0,11.393681035015767,-6.812445099177812,3.7969369192124045,1900-03,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,0,0
2251,0.0,0.0,0,0.0,10.0,7.806998800117264,0.0,0.0,1900-05,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,1,0
2252,1.0,1.791759469228055,0,0.0,8.0,7.164901237283706,-3.8076629901039034,0.0,1900-05,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,0,0
2253,0.0,0.0,0,0.0,6.0,6.2069247113401085,0.0,0.0,1900-12,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,1,0
2254,0.0,4.174387269895637,2,5.921578419643816,17.0,11.06534053899551,0.0,3.336253251926021,1900-11,Windows,Google Chrome,Oceania,Twitter,Returning_Visitor,0,1
2255,0.0,0.0,0,0.0,9.0,8.343845045642524,0.0,4.2420954276450376,1900-05,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,1,1
2256,8.0,5.384800826589032,2,3.6635616461296463,60.0,13.478045214816522,-7.1308988302963465,0.0,1900-05,Android,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,0,0
2257,0.0,0.0,0,0.0,1.0,2.521766597094688,-2.3025850929940455,0.0,1900-03,Android,Google Chrome,North America,Google search,Returning_Visitor,0,0
2258,0.0,1.791759469228055,1,3.6375861597263857,0.0,5.17538037391274,0.0,0.0,1900-03,Windows,Google Chrome,North America,Google search,Returning_Visitor,0,0
2259,0.0,1.791759469228055,0,0.0,3.0,3.302298073120331,0.0,0.0,1900-05,Android,Google Chrome,Northern Africa,Google search,Returning_Visitor,0,0
2260,0.0,0.0,0,0.0,8.0,7.723551171000729,-4.199705077879927,3.332085006657356,1900-05,MACOS,Safari,South America,Bing search,Returning_Visitor,1,1
2261,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-03,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,0,0
2262,0.0,0.0,0,0.0,13.0,9.524786333576168,-2.445301395195641,0.0,1900-11,MACOS,Safari,Western Europe,Google search,Returning_Visitor,0,0
2263,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-05,Android,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,0,0
2264,3.0,2.948728013882354,2,4.7535901911063645,74.0,13.36425995499936,-5.132802928070463,2.066130368168564,1900-11,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,0,0
2265,0.0,0.0,0,0.0,4.0,5.204868533546646,0.0,0.0,1900-05,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,0,0
2266,2.0,1.791759469228055,1,2.772588722239781,51.0,12.431739784273924,-4.4654082436129325,0.0,1900-11,MACOS,Safari,North America,Google search,Returning_Visitor,1,0
2269,0.0,0.0,0,0.0,2.0,12.198274327511209,-1.8325814637483102,0.0,1900-05,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,0,0
2270,0.0,0.0,0,0.0,1.0,0.0,-1.6094379124341003,0.0,1900-03,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,0,0
